Time [s],Acceleration [mg],Time [s],Force [N]  
0.113000,229.000,0.056500,77.224 
0.113500,218.000,0.056750,73.314 
0.114000,234.000,0.057000,73.314 
0.114500,245.000,0.057250,73.314 
0.115000,255.000,0.057500,74.291 
0.115500,283.000,0.057750,77.224 
0.116000,316.000,0.058000,76.246 
0.116500,353.000,0.058250,73.314 
0.117000,358.000,0.058500,74.291 
0.117500,277.000,0.058750,74.291 
0.118000,274.000,0.059000,77.224 
0.118500,251.000,0.059250,73.314 
0.119000,260.000,0.059500,73.314 
0.119500,267.000,0.059750,74.291 
0.120000,268.000,0.060000,74.291 
0.120500,309.000,0.060250,75.269 
0.121000,297.000,0.060500,77.224 
0.121500,339.000,0.060750,76.246 
0.122000,303.000,0.061000,73.314 
0.122500,324.000,0.061250,73.314 
0.123000,245.000,0.061500,74.291 
0.123500,240.000,0.061750,74.291 
0.124000,230.000,0.062000,77.224 
0.124500,315.000,0.062250,77.224 
0.125000,238.000,0.062500,73.314 
0.125500,322.000,0.062750,73.314 
0.126000,289.000,0.063000,74.291 
0.126500,405.000,0.063250,74.291 
0.127000,300.000,0.063500,77.224 
0.127500,312.000,0.063750,77.224 
0.128000,214.000,0.064000,73.314 
0.128500,269.000,0.064250,73.314 
0.129000,175.000,0.064500,73.314 
0.129500,330.000,0.064750,75.269 
0.130000,271.000,0.065000,77.224 
0.130500,316.000,0.065250,76.246 
0.131000,299.000,0.065500,73.314 
0.131500,304.000,0.065750,73.314 
0.132000,454.000,0.066000,74.291 
0.132500,255.000,0.066250,74.291 
0.133000,304.000,0.066500,77.224 
0.133500,182.000,0.066750,73.314 
0.134000,236.000,0.067000,74.291 
0.134500,252.000,0.067250,73.314 
0.135000,264.000,0.067500,74.291 
0.135500,241.000,0.067750,78.201 
0.136000,402.000,0.068000,77.224 
0.136500,296.000,0.068250,74.291 
0.137000,355.000,0.068500,73.314 
0.137500,240.000,0.068750,74.291 
0.138000,228.000,0.069000,74.291 
0.138500,243.000,0.069250,77.224 
0.139000,300.000,0.069500,74.291 
0.139500,292.000,0.069750,73.314 
0.140000,281.000,0.070000,73.314 
0.140500,252.000,0.070250,74.291 
0.141000,264.000,0.070500,78.201 
0.141500,320.000,0.070750,77.224 
0.142000,236.000,0.071000,73.314 
0.142500,269.000,0.071250,73.314 
0.143000,212.000,0.071500,73.314 
0.143500,324.000,0.071750,74.291 
0.144000,223.000,0.072000,75.269 
0.144500,275.000,0.072250,77.224 
0.145000,240.000,0.072500,76.246 
0.145500,217.000,0.072750,73.314 
0.146000,264.000,0.073000,73.314 
0.146500,234.000,0.073250,73.314 
0.147000,300.000,0.073500,73.314 
0.147500,288.000,0.073750,74.291 
0.148000,219.000,0.074000,74.291 
0.148500,264.000,0.074250,77.224 
0.149000,167.000,0.074500,77.224 
0.149500,266.000,0.074750,76.246 
0.150000,202.000,0.075000,73.314 
0.150500,275.000,0.075250,73.314 
0.151000,234.000,0.075500,74.291 
0.151500,290.000,0.075750,73.314 
0.152000,282.000,0.076000,75.269 
0.152500,326.000,0.076250,77.224 
0.153000,169.000,0.076500,77.224 
0.153500,266.000,0.076750,73.314 
0.154000,180.000,0.077000,73.314 
0.154500,222.000,0.077250,73.314 
0.155000,226.000,0.077500,74.291 
0.155500,246.000,0.077750,74.291 
0.156000,247.000,0.078000,77.224 
0.156500,223.000,0.078250,77.224 
0.157000,263.000,0.078500,73.314 
0.157500,262.000,0.078750,73.314 
0.158000,229.000,0.079000,73.314 
0.158500,189.000,0.079250,75.269 
0.159000,218.000,0.079500,77.224 
0.159500,232.000,0.079750,76.246 
0.160000,246.000,0.080000,73.314 
0.160500,303.000,0.080250,73.314 
0.161000,276.000,0.080500,74.291 
0.161500,275.000,0.080750,75.269 
0.162000,209.000,0.081000,74.291 
0.162500,256.000,0.081250,77.224 
0.163000,244.000,0.081500,76.246 
0.163500,268.000,0.081750,76.246 
0.164000,212.000,0.082000,73.314 
0.164500,258.000,0.082250,73.314 
0.165000,260.000,0.082500,74.291 
0.165500,315.000,0.082750,74.291 
0.166000,272.000,0.083000,77.224 
0.166500,269.000,0.083250,77.224 
0.167000,277.000,0.083500,75.269 
0.167500,219.000,0.083750,73.314 
0.168000,264.000,0.084000,74.291 
0.168500,211.000,0.084250,74.291 
0.169000,294.000,0.084500,74.291 
0.169500,207.000,0.084750,77.224 
0.170000,326.000,0.085000,77.224 
0.170500,210.000,0.085250,73.314 
0.171000,335.000,0.085500,73.314 
0.171500,301.000,0.085750,74.291 
0.172000,325.000,0.086000,74.291 
0.172500,289.000,0.086250,74.291 
0.173000,209.000,0.086500,77.224 
0.173500,286.000,0.086750,78.201 
0.174000,292.000,0.087000,77.224 
0.174500,283.000,0.087250,73.314 
0.175000,260.000,0.087500,74.291 
0.175500,304.000,0.087750,74.291 
0.176000,335.000,0.088000,74.291 
0.176500,293.000,0.088250,74.291 
0.177000,311.000,0.088500,74.291 
0.177500,268.000,0.088750,78.201 
0.178000,331.000,0.089000,77.224 
0.178500,286.000,0.089250,77.224 
0.179000,258.000,0.089500,73.314 
0.179500,292.000,0.089750,73.314 
0.180000,335.000,0.090000,74.291 
0.180500,253.000,0.090250,74.291 
0.181000,272.000,0.090500,74.291 
0.181500,310.000,0.090750,77.224 
0.182000,264.000,0.091000,76.246 
0.182500,342.000,0.091250,73.314 
0.183000,281.000,0.091500,73.314 
0.183500,290.000,0.091750,74.291 
0.184000,299.000,0.092000,75.269 
0.184500,325.000,0.092250,78.201 
0.185000,343.000,0.092500,77.224 
0.185500,344.000,0.092750,76.246 
0.186000,272.000,0.093000,73.314 
0.186500,321.000,0.093250,74.291 
0.187000,258.000,0.093500,74.291 
0.187500,295.000,0.093750,74.291 
0.188000,285.000,0.094000,75.269 
0.188500,295.000,0.094250,77.224 
0.189000,315.000,0.094500,76.246 
0.189500,355.000,0.094750,73.314 
0.190000,317.000,0.095000,73.314 
0.190500,331.000,0.095250,73.314 
0.191000,221.000,0.095500,74.291 
0.191500,300.000,0.095750,74.291 
0.192000,241.000,0.096000,77.224 
0.192500,291.000,0.096250,73.314 
0.193000,278.000,0.096500,73.314 
0.193500,322.000,0.096750,74.291 
0.194000,282.000,0.097000,75.269 
0.194500,272.000,0.097250,76.246 
0.195000,281.000,0.097500,73.314 
0.195500,278.000,0.097750,73.314 
0.196000,338.000,0.098000,74.291 
0.196500,243.000,0.098250,74.291 
0.197000,317.000,0.098500,74.291 
0.197500,246.000,0.098750,77.224 
0.198000,269.000,0.099000,77.224 
0.198500,302.000,0.099250,73.314 
0.199000,266.000,0.099500,74.291 
0.199500,297.000,0.099750,73.314 
0.200000,280.000,0.100000,74.291 
0.200500,158.000,0.100250,75.269 
0.201000,267.000,0.100500,77.224 
0.201500,171.000,0.100750,77.224 
0.202000,215.000,0.101000,73.314 
0.202500,401.000,0.101250,73.314 
0.203000,165.000,0.101500,74.291 
0.203500,246.000,0.101750,77.224 
0.204000,273.000,0.102000,77.224 
0.204500,540.000,0.102250,73.314 
0.205000,147.000,0.102500,73.314 
0.205500,292.000,0.102750,74.291 
0.206000,252.000,0.103000,78.201 
0.206500,587.000,0.103250,76.246 
0.207000,393.000,0.103500,73.314 
0.207500,302.000,0.103750,74.291 
0.208000,166.000,0.104000,73.314 
0.208500,437.000,0.104250,74.291 
0.209000,346.000,0.104500,77.224 
0.209500,514.000,0.104750,76.246 
0.210000,252.000,0.105000,73.314 
0.210500,300.000,0.105250,74.291 
0.211000,207.000,0.105500,74.291 
0.211500,253.000,0.105750,77.224 
0.212000,488.000,0.106000,77.224 
0.212500,15.000,0.106250,73.314 
0.213000,408.000,0.106500,74.291 
0.213500,281.000,0.106750,74.291 
0.214000,390.000,0.107000,77.224 
0.214500,260.000,0.107250,77.224 
0.215000,232.000,0.107500,73.314 
0.215500,379.000,0.107750,73.314 
0.216000,353.000,0.108000,74.291 
0.216500,326.000,0.108250,78.201 
0.217000,348.000,0.108500,76.246 
0.217500,272.000,0.108750,73.314 
0.218000,288.000,0.109000,73.314 
0.218500,291.000,0.109250,74.291 
0.219000,311.000,0.109500,77.224 
0.219500,322.000,0.109750,73.314 
0.220000,292.000,0.110000,73.314 
0.220500,263.000,0.110250,73.314 
0.221000,256.000,0.110500,75.269 
0.221500,317.000,0.110750,76.246 
0.222000,308.000,0.111000,73.314 
0.222500,326.000,0.111250,74.291 
0.223000,348.000,0.111500,74.291 
0.223500,257.000,0.111750,77.224 
0.224000,272.000,0.112000,73.314 
0.224500,216.000,0.112250,73.314 
0.225000,272.000,0.112500,73.314 
0.225500,273.000,0.112750,74.291 
0.226000,262.000,0.113000,75.269 
0.226500,250.000,0.113250,77.224 
0.227000,253.000,0.113500,77.224 
0.227500,264.000,0.113750,73.314 
0.228000,307.000,0.114000,74.291 
0.228500,306.000,0.114250,74.291 
0.229000,233.000,0.114500,78.201 
0.229500,224.000,0.114750,77.224 
0.230000,237.000,0.115000,74.291 
0.230500,255.000,0.115250,73.314 
0.231000,209.000,0.115500,73.314 
0.231500,262.000,0.115750,74.291 
0.232000,209.000,0.116000,78.201 
0.232500,244.000,0.116250,73.314 
0.233000,230.000,0.116500,73.314 
0.233500,275.000,0.116750,74.291 
0.234000,222.000,0.117000,78.201 
0.234500,237.000,0.117250,76.246 
0.235000,229.000,0.117500,73.314 
0.235500,230.000,0.117750,74.291 
0.236000,237.000,0.118000,74.291 
0.236500,223.000,0.118250,77.224 
0.237000,225.000,0.118500,77.224 
0.237500,249.000,0.118750,76.246 
0.238000,247.000,0.119000,72.336 
0.238500,226.000,0.119250,73.314 
0.239000,232.000,0.119500,73.314 
0.239500,247.000,0.119750,74.291 
0.240000,245.000,0.120000,74.291 
0.240500,221.000,0.120250,78.201 
0.241000,260.000,0.120500,77.224 
0.241500,256.000,0.120750,73.314 
0.242000,285.000,0.121000,73.314 
0.242500,236.000,0.121250,74.291 
0.243000,245.000,0.121500,74.291 
0.243500,214.000,0.121750,75.269 
0.244000,240.000,0.122000,77.224 
0.244500,218.000,0.122250,77.224 
0.245000,217.000,0.122500,73.314 
0.245500,218.000,0.122750,74.291 
0.246000,243.000,0.123000,74.291 
0.246500,202.000,0.123250,78.201 
0.247000,255.000,0.123500,73.314 
0.247500,247.000,0.123750,73.314 
0.248000,317.000,0.124000,74.291 
0.248500,241.000,0.124250,74.291 
0.249000,266.000,0.124500,78.201 
0.249500,284.000,0.124750,76.246 
0.250000,301.000,0.125000,73.314 
0.250500,285.000,0.125250,74.291 
0.251000,217.000,0.125500,78.201 
0.251500,232.000,0.125750,76.246 
0.252000,204.000,0.126000,73.314 
0.252500,248.000,0.126250,73.314 
0.253000,279.000,0.126500,74.291 
0.253500,259.000,0.126750,77.224 
0.254000,212.000,0.127000,77.224 
0.254500,277.000,0.127250,73.314 
0.255000,238.000,0.127500,74.291 
0.255500,309.000,0.127750,74.291 
0.256000,279.000,0.128000,74.291 
0.256500,306.000,0.128250,77.224 
0.257000,268.000,0.128500,73.314 
0.257500,321.000,0.128750,73.314 
0.258000,279.000,0.129000,73.314 
0.258500,356.000,0.129250,75.269 
0.259000,296.000,0.129500,77.224 
0.259500,274.000,0.129750,74.291 
0.260000,294.000,0.130000,74.291 
0.260500,305.000,0.130250,74.291 
0.261000,309.000,0.130500,75.269 
0.261500,273.000,0.130750,76.246 
0.262000,286.000,0.131000,73.314 
0.262500,263.000,0.131250,74.291 
0.263000,300.000,0.131500,75.269 
0.263500,259.000,0.131750,77.224 
0.264000,341.000,0.132000,73.314 
0.264500,275.000,0.132250,73.314 
0.265000,274.000,0.132500,74.291 
0.265500,278.000,0.132750,74.291 
0.266000,329.000,0.133000,77.224 
0.266500,250.000,0.133250,73.314 
0.267000,345.000,0.133500,73.314 
0.267500,288.000,0.133750,74.291 
0.268000,315.000,0.134000,74.291 
0.268500,298.000,0.134250,77.224 
0.269000,307.000,0.134500,73.314 
0.269500,284.000,0.134750,73.314 
0.270000,246.000,0.135000,74.291 
0.270500,282.000,0.135250,78.201 
0.271000,271.000,0.135500,73.314 
0.271500,293.000,0.135750,73.314 
0.272000,270.000,0.136000,74.291 
0.272500,306.000,0.136250,74.291 
0.273000,323.000,0.136500,76.246 
0.273500,263.000,0.136750,73.314 
0.274000,358.000,0.137000,73.314 
0.274500,231.000,0.137250,74.291 
0.275000,333.000,0.137500,75.269 
0.275500,233.000,0.137750,77.224 
0.276000,337.000,0.138000,73.314 
0.276500,251.000,0.138250,73.314 
0.277000,343.000,0.138500,74.291 
0.277500,254.000,0.138750,75.269 
0.278000,356.000,0.139000,77.224 
0.278500,285.000,0.139250,73.314 
0.279000,318.000,0.139500,72.336 
0.279500,282.000,0.139750,74.291 
0.280000,282.000,0.140000,74.291 
0.280500,203.000,0.140250,77.224 
0.281000,245.000,0.140500,73.314 
0.281500,259.000,0.140750,74.291 
0.282000,330.000,0.141000,74.291 
0.282500,228.000,0.141250,77.224 
0.283000,273.000,0.141500,74.291 
0.283500,249.000,0.141750,74.291 
0.284000,304.000,0.142000,74.291 
0.284500,249.000,0.142250,78.201 
0.285000,286.000,0.142500,77.224 
0.285500,262.000,0.142750,73.314 
0.286000,301.000,0.143000,74.291 
0.286500,243.000,0.143250,74.291 
0.287000,301.000,0.143500,74.291 
0.287500,305.000,0.143750,76.246 
0.288000,296.000,0.144000,73.314 
0.288500,219.000,0.144250,73.314 
0.289000,246.000,0.144500,74.291 
0.289500,282.000,0.144750,77.224 
0.290000,301.000,0.145000,73.314 
0.290500,277.000,0.145250,74.291 
0.291000,261.000,0.145500,74.291 
0.291500,254.000,0.145750,77.224 
0.292000,272.000,0.146000,73.314 
0.292500,330.000,0.146250,74.291 
0.293000,258.000,0.146500,74.291 
0.293500,295.000,0.146750,76.246 
0.294000,286.000,0.147000,73.314 
0.294500,342.000,0.147250,73.314 
0.295000,372.000,0.147500,74.291 
0.295500,310.000,0.147750,77.224 
0.296000,331.000,0.148000,73.314 
0.296500,291.000,0.148250,74.291 
0.297000,331.000,0.148500,74.291 
0.297500,319.000,0.148750,76.246 
0.298000,331.000,0.149000,73.314 
0.298500,357.000,0.149250,74.291 
0.299000,293.000,0.149500,74.291 
0.299500,316.000,0.149750,77.224 
0.300000,366.000,0.150000,73.314 
0.300500,362.000,0.150250,74.291 
0.301000,351.000,0.150500,74.291 
0.301500,318.000,0.150750,77.224 
0.302000,349.000,0.151000,73.314 
0.302500,314.000,0.151250,74.291 
0.303000,386.000,0.151500,78.201 
0.303500,383.000,0.151750,73.314 
0.304000,375.000,0.152000,73.314 
0.304500,323.000,0.152250,74.291 
0.305000,420.000,0.152500,77.224 
0.305500,380.000,0.152750,73.314 
0.306000,418.000,0.153000,73.314 
0.306500,369.000,0.153250,74.291 
0.307000,392.000,0.153500,74.291 
0.307500,408.000,0.153750,76.246 
0.308000,359.000,0.154000,73.314 
0.308500,446.000,0.154250,74.291 
0.309000,412.000,0.154500,74.291 
0.309500,380.000,0.154750,74.291 
0.310000,394.000,0.155000,76.246 
0.310500,465.000,0.155250,73.314 
0.311000,411.000,0.155500,74.291 
0.311500,444.000,0.155750,74.291 
0.312000,351.000,0.156000,77.224 
0.312500,465.000,0.156250,76.246 
0.313000,317.000,0.156500,73.314 
0.313500,454.000,0.156750,73.314 
0.314000,460.000,0.157000,73.314 
0.314500,450.000,0.157250,74.291 
0.315000,404.000,0.157500,76.246 
0.315500,372.000,0.157750,76.246 
0.316000,499.000,0.158000,73.314 
0.316500,403.000,0.158250,74.291 
0.317000,337.000,0.158500,74.291 
0.317500,440.000,0.158750,74.291 
0.318000,320.000,0.159000,77.224 
0.318500,506.000,0.159250,76.246 
0.319000,333.000,0.159500,73.314 
0.319500,367.000,0.159750,73.314 
0.320000,445.000,0.160000,74.291 
0.320500,263.000,0.160250,74.291 
0.321000,486.000,0.160500,74.291 
0.321500,272.000,0.160750,78.201 
0.322000,486.000,0.161000,76.246 
0.322500,259.000,0.161250,73.314 
0.323000,319.000,0.161500,74.291 
0.323500,430.000,0.161750,74.291 
0.324000,302.000,0.162000,74.291 
0.324500,334.000,0.162250,77.224 
0.325000,305.000,0.162500,74.291 
0.325500,241.000,0.162750,73.314 
0.326000,262.000,0.163000,74.291 
0.326500,310.000,0.163250,75.269 
0.327000,360.000,0.163500,76.246 
0.327500,303.000,0.163750,73.314 
0.328000,219.000,0.164000,73.314 
0.328500,368.000,0.164250,74.291 
0.329000,368.000,0.164500,74.291 
0.329500,408.000,0.164750,77.224 
0.330000,288.000,0.165000,77.224 
0.330500,371.000,0.165250,74.291 
0.331000,246.000,0.165500,73.314 
0.331500,431.000,0.165750,74.291 
0.332000,267.000,0.166000,74.291 
0.332500,353.000,0.166250,74.291 
0.333000,245.000,0.166500,77.224 
0.333500,375.000,0.166750,76.246 
0.334000,309.000,0.167000,73.314 
0.334500,366.000,0.167250,74.291 
0.335000,332.000,0.167500,74.291 
0.335500,298.000,0.167750,75.269 
0.336000,437.000,0.168000,77.224 
0.336500,335.000,0.168250,73.314 
0.337000,428.000,0.168500,73.314 
0.337500,402.000,0.168750,74.291 
0.338000,399.000,0.169000,73.314 
0.338500,453.000,0.169250,74.291 
0.339000,341.000,0.169500,77.224 
0.339500,426.000,0.169750,77.224 
0.340000,325.000,0.170000,77.224 
0.340500,433.000,0.170250,73.314 
0.341000,359.000,0.170500,73.314 
0.341500,386.000,0.170750,73.314 
0.342000,325.000,0.171000,74.291 
0.342500,338.000,0.171250,77.224 
0.343000,333.000,0.171500,73.314 
0.343500,316.000,0.171750,73.314 
0.344000,311.000,0.172000,74.291 
0.344500,296.000,0.172250,77.224 
0.345000,243.000,0.172500,76.246 
0.345500,274.000,0.172750,73.314 
0.346000,312.000,0.173000,74.291 
0.346500,325.000,0.173250,74.291 
0.347000,240.000,0.173500,77.224 
0.347500,229.000,0.173750,74.291 
0.348000,248.000,0.174000,74.291 
0.348500,288.000,0.174250,74.291 
0.349000,240.000,0.174500,76.246 
0.349500,218.000,0.174750,73.314 
0.350000,227.000,0.175000,74.291 
0.350500,257.000,0.175250,74.291 
0.351000,223.000,0.175500,76.246 
0.351500,258.000,0.175750,77.224 
0.352000,232.000,0.176000,74.291 
0.352500,238.000,0.176250,73.314 
0.353000,207.000,0.176500,73.314 
0.353500,202.000,0.176750,76.246 
0.354000,251.000,0.177000,86.022 
0.354500,229.000,0.177250,99.707 
0.355000,202.000,0.177500,108.504 
0.355500,183.000,0.177750,127.077 
0.356000,229.000,0.178000,145.650 
0.356500,228.000,0.178250,159.335 
0.357000,211.000,0.178500,169.110 
0.357500,219.000,0.178750,173.021 
0.358000,212.000,0.179000,173.998 
0.358500,225.000,0.179250,172.043 
0.359000,216.000,0.179500,159.335 
0.359500,257.000,0.179750,156.403 
0.360000,257.000,0.180000,142.717 
0.360500,261.000,0.180250,153.470 
0.361000,262.000,0.180500,167.155 
0.361500,256.000,0.180750,172.043 
0.362000,296.000,0.181000,176.931 
0.362500,312.000,0.181250,165.200 
0.363000,272.000,0.181500,151.515 
0.363500,311.000,0.181750,146.628 
0.364000,292.000,0.182000,155.425 
0.364500,335.000,0.182250,152.493 
0.365000,283.000,0.182500,156.403 
0.365500,293.000,0.182750,149.560 
0.366000,315.000,0.183000,168.133 
