Time[s],Acceleration [mg],Force [N]  
0.0903,177.000,7.820 
0.0905,183.000,7.820 
0.0908,179.000,8.798 
0.0910,179.000,11.730 
0.0913,177.000,11.730 
0.0915,183.000,10.753 
0.0918,178.000,10.753 
0.0920,186.000,9.775 
0.0922,183.000,9.775 
0.0925,187.000,7.820 
0.0927,180.000,6.843 
0.0930,180.000,7.820 
0.0932,171.000,7.820 
0.0935,170.000,8.798 
0.0938,175.000,8.798 
0.0940,182.000,12.708 
0.0943,180.000,10.753 
0.0945,187.000,10.753 
0.0948,172.000,6.843 
0.0950,178.000,7.820 
0.0953,173.000,6.843 
0.0955,177.000,7.820 
0.0957,187.000,7.820 
0.0960,184.000,8.798 
0.0962,169.000,10.753 
0.0965,176.000,10.753 
0.0967,178.000,7.820 
0.0970,176.000,7.820 
0.0972,182.000,7.820 
0.0975,170.000,7.820 
0.0978,174.000,7.820 
0.0980,174.000,7.820 
0.0983,179.000,7.820 
0.0985,179.000,7.820 
0.0988,174.000,8.798 
0.0990,182.000,8.798 
0.0993,180.000,11.730 
0.0995,171.000,11.730 
0.0997,167.000,9.775 
0.1000,178.000,7.820 
0.1002,172.000,7.820 
0.1005,179.000,7.820 
0.1007,175.000,7.820 
0.1010,175.000,7.820 
0.1013,183.000,7.820 
0.1015,179.000,8.798 
0.1018,171.000,7.820 
0.1020,172.000,8.798 
0.1023,175.000,11.730 
0.1025,178.000,10.753 
0.1028,196.000,7.820 
0.1030,180.000,7.820 
0.1032,169.000,7.820 
0.1035,183.000,7.820 
0.1037,183.000,8.798 
0.1040,173.000,7.820 
0.1042,181.000,8.798 
0.1045,177.000,8.798 
0.1047,187.000,10.753 
0.1050,181.000,10.753 
0.1053,166.000,6.843 
0.1055,167.000,7.820 
0.1058,184.000,7.820 
0.1060,175.000,7.820 
0.1063,175.000,8.798 
0.1065,180.000,8.798 
0.1067,178.000,11.730 
0.1070,177.000,10.753 
0.1072,175.000,7.820 
0.1075,180.000,6.843 
0.1077,175.000,7.820 
0.1080,183.000,7.820 
0.1082,184.000,7.820 
0.1085,181.000,7.820 
0.1088,184.000,8.798 
0.1090,185.000,10.753 
0.1093,181.000,11.730 
0.1095,174.000,11.730 
0.1098,178.000,11.730 
0.1100,180.000,9.775 
0.1103,177.000,7.820 
0.1105,175.000,7.820 
0.1107,167.000,7.820 
0.1110,180.000,7.820 
0.1112,179.000,7.820 
0.1115,183.000,7.820 
0.1117,167.000,8.798 
0.1120,183.000,8.798 
0.1123,179.000,11.730 
0.1125,176.000,10.753 
0.1128,182.000,11.730 
0.1130,186.000,9.775 
0.1133,187.000,7.820 
0.1135,182.000,7.820 
0.1138,170.000,7.820 
0.1140,175.000,7.820 
0.1142,172.000,6.843 
0.1145,176.000,7.820 
0.1147,184.000,6.843 
0.1150,190.000,6.843 
0.1152,176.000,6.843 
0.1155,187.000,7.820 
0.1157,180.000,7.820 
0.1160,177.000,7.820 
0.1163,204.000,8.798 
0.1165,176.000,7.820 
0.1168,178.000,10.753 
0.1170,188.000,10.753 
0.1173,180.000,10.753 
0.1175,179.000,10.753 
0.1177,172.000,10.753 
0.1180,177.000,9.775 
0.1182,170.000,9.775 
0.1185,175.000,7.820 
0.1187,177.000,7.820 
0.1190,172.000,7.820 
0.1192,180.000,7.820 
0.1195,188.000,7.820 
0.1198,188.000,8.798 
0.1200,170.000,8.798 
0.1203,166.000,7.820 
0.1205,176.000,11.730 
0.1208,171.000,11.730 
0.1210,162.000,10.753 
0.1213,173.000,10.753 
0.1215,165.000,7.820 
0.1217,168.000,7.820 
0.1220,170.000,7.820 
0.1222,167.000,7.820 
0.1225,183.000,7.820 
0.1227,166.000,7.820 
0.1230,171.000,8.798 
0.1233,162.000,11.730 
0.1235,176.000,10.753 
0.1238,173.000,11.730 
0.1240,157.000,8.798 
0.1243,176.000,7.820 
0.1245,175.000,7.820 
0.1248,183.000,7.820 
0.1250,173.000,7.820 
0.1252,179.000,8.798 
0.1255,171.000,8.798 
0.1258,177.000,9.775 
0.1260,165.000,11.730 
0.1262,175.000,10.753 
0.1265,175.000,10.753 
0.1268,168.000,7.820 
0.1270,188.000,7.820 
0.1273,171.000,6.843 
0.1275,181.000,7.820 
0.1277,175.000,7.820 
0.1280,175.000,7.820 
0.1283,185.000,8.798 
0.1285,183.000,11.730 
0.1287,187.000,10.753 
0.1290,174.000,10.753 
0.1293,172.000,7.820 
0.1295,180.000,7.820 
0.1297,175.000,6.843 
0.1300,174.000,7.820 
0.1303,182.000,7.820 
0.1305,181.000,8.798 
0.1308,182.000,7.820 
0.1310,182.000,8.798 
0.1312,178.000,7.820 
0.1315,175.000,8.798 
0.1318,174.000,11.730 
0.1320,178.000,10.753 
0.1322,168.000,11.730 
0.1325,177.000,10.753 
0.1328,183.000,7.820 
0.1330,184.000,7.820 
0.1332,186.000,7.820 
0.1335,187.000,7.820 
0.1338,185.000,7.820 
0.1340,183.000,8.798 
0.1343,184.000,11.730 
0.1345,184.000,11.730 
0.1347,191.000,10.753 
0.1350,185.000,7.820 
0.1353,181.000,7.820 
0.1355,187.000,7.820 
0.1357,176.000,7.820 
0.1360,192.000,6.843 
0.1363,187.000,7.820 
0.1365,172.000,8.798 
0.1367,184.000,11.730 
0.1370,183.000,10.753 
0.1373,169.000,10.753 
0.1375,169.000,7.820 
0.1377,183.000,7.820 
0.1380,179.000,8.798 
0.1382,183.000,7.820 
0.1385,188.000,8.798 
0.1388,183.000,8.798 
0.1390,181.000,10.753 
0.1392,180.000,11.730 
0.1395,188.000,10.753 
0.1398,179.000,8.798 
0.1400,181.000,7.820 
0.1402,172.000,7.820 
0.1405,184.000,7.820 
0.1408,182.000,7.820 
0.1410,178.000,8.798 
0.1412,191.000,7.820 
0.1415,178.000,7.820 
0.1417,189.000,7.820 
0.1420,182.000,7.820 
0.1423,183.000,7.820 
0.1425,184.000,8.798 
0.1427,184.000,11.730 
0.1430,168.000,10.753 
0.1433,187.000,10.753 
0.1435,172.000,10.753 
0.1437,183.000,9.775 
0.1440,175.000,7.820 
0.1443,177.000,7.820 
0.1445,184.000,7.820 
0.1447,177.000,7.820 
0.1450,180.000,8.798 
0.1452,179.000,8.798 
0.1455,163.000,8.798 
0.1458,175.000,8.798 
0.1460,180.000,11.730 
0.1462,171.000,9.775 
0.1465,174.000,6.843 
0.1468,184.000,7.820 
0.1470,172.000,7.820 
0.1472,171.000,7.820 
0.1475,170.000,8.798 
0.1478,165.000,8.798 
0.1480,170.000,10.753 
0.1482,173.000,11.730 
0.1485,172.000,10.753 
0.1488,176.000,10.753 
0.1490,177.000,7.820 
0.1493,163.000,7.820 
0.1495,178.000,8.798 
0.1497,164.000,7.820 
0.1500,182.000,8.798 
0.1503,178.000,10.753 
0.1505,173.000,10.753 
0.1507,170.000,9.775 
0.1510,169.000,6.843 
0.1513,167.000,7.820 
0.1515,174.000,7.820 
0.1517,176.000,8.798 
0.1520,176.000,7.820 
0.1523,175.000,7.820 
0.1525,170.000,9.775 
0.1528,167.000,11.730 
0.1530,171.000,10.753 
0.1532,173.000,10.753 
0.1535,171.000,7.820 
0.1538,158.000,7.820 
0.1540,175.000,7.820 
0.1542,176.000,7.820 
0.1545,166.000,8.798 
0.1548,162.000,7.820 
0.1550,170.000,11.730 
0.1552,168.000,11.730 
0.1555,172.000,11.730 
0.1558,176.000,10.753 
0.1560,171.000,10.753 
0.1562,171.000,7.820 
0.1565,170.000,7.820 
0.1567,172.000,6.843 
0.1570,175.000,7.820 
0.1573,178.000,7.820 
0.1575,174.000,7.820 
0.1577,187.000,7.820 
0.1580,178.000,8.798 
0.1583,182.000,7.820 
0.1585,180.000,8.798 
0.1587,183.000,8.798 
0.1590,173.000,11.730 
0.1593,178.000,11.730 
0.1595,173.000,9.775 
0.1597,165.000,6.843 
0.1600,176.000,6.843 
0.1602,167.000,6.843 
0.1605,178.000,7.820 
0.1608,184.000,8.798 
0.1610,172.000,8.798 
0.1612,180.000,9.775 
0.1615,184.000,11.730 
0.1618,185.000,11.730 
0.1620,176.000,10.753 
0.1622,174.000,7.820 
0.1625,186.000,7.820 
0.1628,175.000,6.843 
0.1630,187.000,7.820 
0.1632,174.000,7.820 
0.1635,182.000,8.798 
0.1637,191.000,7.820 
0.1640,189.000,8.798 
0.1643,172.000,10.753 
0.1645,177.000,11.730 
0.1647,177.000,10.753 
0.1650,179.000,11.730 
0.1653,190.000,7.820 
0.1655,175.000,7.820 
0.1657,176.000,7.820 
0.1660,190.000,7.820 
0.1663,178.000,7.820 
0.1665,176.000,6.843 
0.1667,172.000,7.820 
0.1670,184.000,8.798 
0.1673,181.000,7.820 
0.1675,172.000,8.798 
0.1678,186.000,8.798 
0.1680,180.000,8.798 
0.1682,178.000,8.798 
0.1685,182.000,8.798 
0.1688,181.000,11.730 
0.1690,184.000,10.753 
0.1692,179.000,10.753 
0.1695,181.000,10.753 
0.1698,183.000,9.775 
0.1700,186.000,7.820 
0.1702,181.000,6.843 
0.1705,179.000,7.820 
0.1708,182.000,7.820 
0.1710,183.000,7.820 
0.1713,183.000,8.798 
0.1715,187.000,7.820 
0.1717,182.000,7.820 
0.1720,175.000,8.798 
0.1723,179.000,11.730 
0.1725,180.000,11.730 
0.1727,177.000,9.775 
0.1730,186.000,6.843 
0.1733,189.000,6.843 
0.1735,183.000,7.820 
0.1737,179.000,7.820 
0.1740,179.000,8.798 
0.1743,179.000,8.798 
0.1745,182.000,10.753 
0.1748,176.000,10.753 
0.1750,173.000,10.753 
0.1752,189.000,6.843 
0.1755,170.000,6.843 
0.1758,172.000,7.820 
0.1760,164.000,7.820 
0.1762,180.000,8.798 
0.1765,180.000,7.820 
0.1768,176.000,11.730 
0.1770,176.000,10.753 
0.1772,171.000,10.753 
0.1775,182.000,7.820 
0.1778,167.000,8.798 
0.1780,165.000,7.820 
0.1782,173.000,7.820 
0.1785,171.000,7.820 
0.1787,177.000,7.820 
0.1790,169.000,6.843 
0.1793,182.000,7.820 
0.1795,172.000,8.798 
0.1797,177.000,10.753 
0.1800,183.000,9.775 
0.1803,175.000,9.775 
0.1805,185.000,7.820 
0.1807,179.000,8.798 
0.1810,175.000,7.820 
0.1813,181.000,7.820 
0.1815,179.000,7.820 
0.1817,182.000,7.820 
0.1820,171.000,8.798 
0.1822,184.000,8.798 
0.1825,180.000,11.730 
0.1828,170.000,11.730 
0.1830,173.000,9.775 
0.1832,186.000,7.820 
0.1835,178.000,7.820 
0.1838,177.000,7.820 
0.1840,172.000,7.820 
0.1842,179.000,7.820 
0.1845,180.000,11.730 
0.1848,183.000,10.753 
0.1850,181.000,9.775 
0.1852,183.000,7.820 
0.1855,191.000,7.820 
0.1857,179.000,7.820 
0.1860,173.000,6.843 
0.1863,172.000,7.820 
0.1865,168.000,8.798 
0.1867,172.000,11.730 
0.1870,169.000,11.730 
0.1873,165.000,10.753 
0.1875,173.000,7.820 
0.1877,175.000,7.820 
0.1880,170.000,7.820 
0.1883,180.000,7.820 
0.1885,179.000,8.798 
0.1887,182.000,10.753 
0.1890,183.000,9.775 
0.1893,181.000,9.775 
0.1895,184.000,7.820 
0.1898,179.000,7.820 
0.1900,183.000,7.820 
0.1902,180.000,8.798 
0.1905,172.000,8.798 
0.1908,191.000,10.753 
0.1910,176.000,10.753 
0.1912,177.000,7.820 
0.1915,186.000,7.820 
0.1918,173.000,6.843 
0.1920,188.000,7.820 
0.1922,172.000,10.753 
0.1925,176.000,11.730 
0.1928,179.000,9.775 
0.1930,180.000,7.820 
0.1933,183.000,6.843 
0.1935,181.000,7.820 
0.1937,171.000,7.820 
0.1940,171.000,7.820 
0.1943,173.000,11.730 
0.1945,177.000,11.730 
0.1947,181.000,10.753 
0.1950,174.000,7.820 
0.1953,185.000,7.820 
0.1955,173.000,7.820 
0.1957,189.000,7.820 
0.1960,171.000,7.820 
0.1963,181.000,8.798 
0.1965,173.000,8.798 
0.1968,183.000,11.730 
0.1970,185.000,11.730 
0.1972,177.000,10.753 
0.1975,174.000,7.820 
0.1978,170.000,6.843 
0.1980,170.000,7.820 
0.1982,181.000,7.820 
0.1985,179.000,6.843 
0.1988,188.000,7.820 
0.1990,184.000,7.820 
0.1992,183.000,7.820 
0.1995,185.000,6.843 
0.1998,188.000,7.820 
0.2000,187.000,8.798 
0.2002,172.000,8.798 
0.2005,167.000,8.798 
0.2007,187.000,11.730 
0.2010,183.000,11.730 
0.2013,185.000,10.753 
0.2015,170.000,10.753 
0.2017,175.000,7.820 
0.2020,182.000,6.843 
0.2023,171.000,7.820 
0.2025,174.000,7.820 
0.2027,177.000,7.820 
0.2030,180.000,8.798 
0.2033,190.000,8.798 
0.2035,180.000,10.753 
0.2037,187.000,10.753 
0.2040,181.000,6.843 
0.2042,180.000,7.820 
0.2045,182.000,7.820 
0.2048,190.000,8.798 
0.2050,176.000,8.798 
0.2052,184.000,11.730 
0.2055,170.000,10.753 
0.2058,179.000,6.843 
0.2060,171.000,7.820 
0.2062,175.000,8.798 
0.2065,183.000,7.820 
0.2068,185.000,11.730 
0.2070,176.000,6.843 
0.2072,181.000,7.820 
0.2075,185.000,7.820 
0.2077,191.000,7.820 
0.2080,181.000,9.775 
0.2083,182.000,10.753 
0.2085,180.000,10.753 
0.2087,182.000,7.820 
0.2090,183.000,6.843 
0.2093,188.000,7.820 
0.2095,183.000,8.798 
0.2097,187.000,11.730 
0.2100,168.000,10.753 
0.2103,180.000,7.820 
0.2105,179.000,6.843 
0.2107,168.000,6.843 
0.2110,173.000,8.798 
0.2113,176.000,8.798 
0.2115,177.000,11.730 
0.2118,183.000,10.753 
0.2120,176.000,9.775 
0.2122,173.000,7.820 
0.2125,172.000,7.820 
0.2128,177.000,8.798 
0.2130,177.000,7.820 
0.2132,182.000,8.798 
0.2135,176.000,11.730 
0.2138,189.000,10.753 
0.2140,178.000,10.753 
0.2142,174.000,7.820 
0.2145,172.000,6.843 
0.2148,179.000,7.820 
0.2150,184.000,8.798 
0.2153,181.000,8.798 
0.2155,178.000,8.798 
0.2157,185.000,11.730 
0.2160,173.000,10.753 
0.2163,180.000,10.753 
0.2165,184.000,7.820 
0.2167,178.000,7.820 
0.2170,185.000,6.843 
0.2173,188.000,7.820 
0.2175,180.000,7.820 
0.2177,181.000,7.820 
0.2180,181.000,8.798 
0.2183,172.000,11.730 
0.2185,189.000,11.730 
0.2188,183.000,10.753 
0.2190,172.000,9.775 
0.2192,185.000,9.775 
0.2195,178.000,7.820 
0.2198,186.000,6.843 
0.2200,170.000,7.820 
0.2202,173.000,7.820 
0.2205,179.000,7.820 
0.2208,176.000,7.820 
0.2210,182.000,9.775 
0.2212,177.000,11.730 
0.2215,176.000,10.753 
0.2218,173.000,7.820 
0.2220,170.000,6.843 
0.2222,168.000,7.820 
0.2225,182.000,6.843 
0.2227,170.000,7.820 
0.2230,180.000,7.820 
0.2233,177.000,7.820 
0.2235,169.000,7.820 
0.2237,172.000,10.753 
0.2240,172.000,10.753 
0.2243,171.000,10.753 
0.2245,180.000,7.820 
0.2247,182.000,7.820 
0.2250,187.000,7.820 
0.2253,179.000,7.820 
0.2255,168.000,8.798 
0.2257,185.000,11.730 
0.2260,181.000,10.753 
0.2262,172.000,8.798 
0.2265,186.000,7.820 
0.2268,185.000,6.843 
0.2270,179.000,7.820 
0.2272,182.000,8.798 
0.2275,184.000,9.775 
0.2278,179.000,8.798 
0.2280,182.000,11.730 
0.2282,174.000,11.730 
0.2285,191.000,9.775 
0.2288,173.000,7.820 
0.2290,169.000,6.843 
0.2292,178.000,7.820 
0.2295,185.000,6.843 
0.2298,176.000,7.820 
0.2300,172.000,8.798 
0.2303,185.000,8.798 
0.2305,179.000,11.730 
0.2307,179.000,10.753 
0.2310,188.000,8.798 
0.2313,180.000,6.843 
0.2315,179.000,6.843 
0.2317,184.000,7.820 
0.2320,175.000,7.820 
0.2323,177.000,7.820 
0.2325,180.000,8.798 
0.2327,175.000,10.753 
0.2330,186.000,10.753 
0.2333,171.000,7.820 
0.2335,176.000,7.820 
0.2338,177.000,7.820 
0.2340,179.000,7.820 
0.2342,186.000,7.820 
0.2345,172.000,8.798 
0.2348,180.000,8.798 
0.2350,184.000,10.753 
0.2352,176.000,10.753 
0.2355,188.000,7.820 
0.2358,179.000,7.820 
0.2360,178.000,7.820 
0.2362,174.000,7.820 
0.2365,177.000,7.820 
0.2368,181.000,8.798 
0.2370,179.000,11.730 
0.2373,181.000,10.753 
0.2375,181.000,10.753 
0.2377,180.000,9.775 
0.2380,179.000,6.843 
0.2383,174.000,7.820 
0.2385,178.000,7.820 
0.2387,182.000,8.798 
0.2390,184.000,7.820 
0.2393,174.000,7.820 
0.2395,187.000,8.798 
0.2397,177.000,11.730 
0.2400,187.000,10.753 
0.2403,173.000,10.753 
0.2405,179.000,10.753 
0.2407,181.000,7.820 
0.2410,188.000,7.820 
0.2412,185.000,7.820 
0.2415,187.000,7.820 
0.2418,179.000,7.820 
0.2420,176.000,8.798 
0.2422,171.000,8.798 
0.2425,187.000,9.775 
0.2428,188.000,10.753 
0.2430,183.000,10.753 
0.2432,175.000,9.775 
0.2435,183.000,7.820 
0.2438,183.000,7.820 
0.2440,169.000,7.820 
0.2442,173.000,7.820 
0.2445,170.000,8.798 
0.2447,169.000,11.730 
0.2450,176.000,10.753 
0.2453,174.000,10.753 
0.2455,173.000,7.820 
0.2457,172.000,6.843 
0.2460,185.000,7.820 
0.2463,183.000,7.820 
0.2465,180.000,7.820 
0.2467,167.000,7.820 
0.2470,180.000,8.798 
0.2473,177.000,8.798 
0.2475,167.000,11.730 
0.2477,182.000,10.753 
0.2480,187.000,9.775 
0.2482,170.000,6.843 
0.2485,191.000,7.820 
0.2488,180.000,7.820 
