Time[s],Acceleration [mg],Force [N]  
0.1507,159.000,4.888 
0.1510,165.000,3.910 
0.1513,158.000,3.910 
0.1515,171.000,3.910 
0.1517,168.000,3.910 
0.1520,162.000,4.888 
0.1523,169.000,4.888 
0.1525,179.000,4.888 
0.1528,160.000,8.798 
0.1530,168.000,7.820 
0.1532,160.000,6.843 
0.1535,174.000,3.910 
0.1538,155.000,3.910 
0.1540,166.000,3.910 
0.1542,172.000,4.888 
0.1545,160.000,3.910 
0.1548,164.000,5.865 
0.1550,159.000,4.888 
0.1552,162.000,4.888 
0.1555,176.000,4.888 
0.1558,168.000,5.865 
0.1560,166.000,5.865 
0.1562,176.000,6.843 
0.1565,177.000,7.820 
0.1567,169.000,8.798 
0.1570,169.000,8.798 
0.1573,171.000,7.820 
0.1575,167.000,7.820 
0.1577,169.000,7.820 
0.1580,173.000,6.843 
0.1583,163.000,7.820 
0.1585,159.000,3.910 
0.1587,169.000,3.910 
0.1590,167.000,3.910 
0.1593,173.000,5.865 
0.1595,168.000,4.888 
0.1597,167.000,4.888 
0.1600,165.000,4.888 
0.1602,159.000,6.843 
0.1605,164.000,7.820 
0.1608,160.000,8.798 
0.1610,164.000,8.798 
0.1612,160.000,7.820 
0.1615,169.000,7.820 
0.1618,170.000,6.843 
0.1620,161.000,7.820 
0.1622,169.000,3.910 
0.1625,161.000,3.910 
0.1628,172.000,3.910 
0.1630,160.000,3.910 
0.1632,155.000,5.865 
0.1635,169.000,5.865 
0.1637,172.000,5.865 
0.1640,169.000,5.865 
0.1643,160.000,8.798 
0.1645,171.000,8.798 
0.1647,165.000,7.820 
0.1650,172.000,6.843 
0.1653,162.000,3.910 
0.1655,163.000,3.910 
0.1657,171.000,3.910 
0.1660,170.000,3.910 
0.1663,160.000,4.888 
0.1665,166.000,4.888 
0.1667,171.000,4.888 
0.1670,176.000,4.888 
0.1673,169.000,6.843 
0.1675,173.000,8.798 
0.1678,172.000,8.798 
0.1680,161.000,8.798 
0.1682,168.000,7.820 
0.1685,155.000,6.843 
0.1688,160.000,3.910 
0.1690,156.000,3.910 
0.1692,162.000,5.865 
0.1695,169.000,4.888 
0.1698,162.000,4.888 
0.1700,170.000,5.865 
0.1702,168.000,5.865 
0.1705,158.000,4.888 
0.1708,165.000,5.865 
0.1710,161.000,8.798 
0.1713,165.000,7.820 
0.1715,163.000,9.775 
0.1717,164.000,7.820 
0.1720,167.000,6.843 
0.1723,168.000,5.865 
0.1725,165.000,3.910 
0.1727,165.000,3.910 
0.1730,174.000,3.910 
0.1733,173.000,3.910 
0.1735,164.000,4.888 
0.1737,177.000,4.888 
0.1740,178.000,6.843 
0.1743,169.000,8.798 
0.1745,163.000,8.798 
0.1748,167.000,7.820 
0.1750,176.000,6.843 
0.1752,160.000,8.798 
0.1755,178.000,6.843 
0.1758,168.000,6.843 
0.1760,176.000,4.888 
0.1762,161.000,3.910 
0.1765,165.000,3.910 
0.1768,157.000,3.910 
0.1770,167.000,5.865 
0.1772,162.000,4.888 
0.1775,171.000,3.910 
0.1778,158.000,3.910 
0.1780,165.000,3.910 
0.1782,165.000,3.910 
0.1785,160.000,3.910 
0.1787,169.000,5.865 
0.1790,166.000,4.888 
0.1793,169.000,3.910 
0.1795,162.000,3.910 
0.1797,149.000,4.888 
0.1800,169.000,5.865 
0.1803,177.000,4.888 
0.1805,166.000,5.865 
0.1807,176.000,4.888 
0.1810,162.000,8.798 
0.1813,159.000,7.820 
0.1815,159.000,7.820 
0.1817,164.000,6.843 
0.1820,153.000,6.843 
0.1822,166.000,6.843 
0.1825,168.000,3.910 
0.1828,161.000,3.910 
0.1830,167.000,4.888 
0.1832,164.000,4.888 
0.1835,162.000,5.865 
0.1838,168.000,5.865 
0.1840,167.000,5.865 
0.1842,156.000,8.798 
0.1845,164.000,8.798 
0.1848,173.000,6.843 
0.1850,165.000,7.820 
0.1852,165.000,3.910 
0.1855,167.000,3.910 
0.1857,162.000,3.910 
0.1860,166.000,3.910 
0.1863,168.000,4.888 
0.1865,165.000,3.910 
0.1867,164.000,3.910 
0.1870,157.000,3.910 
0.1873,173.000,3.910 
0.1875,166.000,3.910 
0.1877,166.000,4.888 
0.1880,174.000,5.865 
0.1883,168.000,3.910 
0.1885,172.000,5.865 
0.1887,173.000,4.888 
0.1890,160.000,4.888 
0.1893,162.000,5.865 
0.1895,157.000,5.865 
0.1898,171.000,7.820 
0.1900,160.000,6.843 
0.1902,163.000,3.910 
0.1905,169.000,3.910 
0.1908,159.000,3.910 
0.1910,171.000,3.910 
0.1912,164.000,5.865 
0.1915,160.000,4.888 
0.1918,158.000,4.888 
0.1920,175.000,7.820 
0.1922,171.000,8.798 
0.1925,175.000,6.843 
0.1928,167.000,6.843 
0.1930,162.000,3.910 
0.1933,170.000,3.910 
0.1935,166.000,3.910 
0.1937,173.000,4.888 
0.1940,166.000,3.910 
0.1943,168.000,3.910 
0.1945,171.000,3.910 
0.1947,178.000,3.910 
0.1950,168.000,4.888 
0.1953,160.000,4.888 
0.1955,163.000,4.888 
0.1957,168.000,5.865 
0.1960,169.000,8.798 
0.1963,161.000,8.798 
0.1965,163.000,7.820 
0.1968,165.000,7.820 
0.1970,159.000,2.933 
0.1972,165.000,4.888 
0.1975,169.000,5.865 
0.1978,167.000,3.910 
0.1980,179.000,4.888 
0.1982,173.000,4.888 
0.1985,166.000,4.888 
0.1988,163.000,4.888 
0.1990,168.000,4.888 
0.1992,168.000,5.865 
0.1995,163.000,5.865 
0.1998,165.000,8.798 
0.2000,169.000,7.820 
0.2002,170.000,7.820 
0.2005,177.000,6.843 
0.2007,178.000,7.820 
0.2010,169.000,3.910 
0.2013,175.000,3.910 
0.2015,166.000,4.888 
0.2017,163.000,5.865 
0.2020,157.000,4.888 
0.2023,171.000,4.888 
0.2025,168.000,3.910 
0.2027,165.000,4.888 
0.2030,176.000,4.888 
0.2033,169.000,5.865 
0.2035,177.000,4.888 
0.2037,159.000,4.888 
0.2040,167.000,5.865 
0.2042,172.000,9.775 
0.2045,165.000,8.798 
0.2048,160.000,7.820 
0.2050,166.000,6.843 
0.2052,172.000,6.843 
0.2055,165.000,4.888 
0.2058,167.000,3.910 
0.2060,173.000,3.910 
0.2062,173.000,5.865 
0.2065,168.000,5.865 
0.2068,166.000,5.865 
0.2070,176.000,8.798 
0.2072,163.000,7.820 
0.2075,158.000,6.843 
0.2077,164.000,3.910 
0.2080,175.000,4.888 
0.2083,162.000,3.910 
0.2085,166.000,3.910 
0.2087,163.000,4.888 
0.2090,166.000,5.865 
0.2093,175.000,4.888 
0.2095,158.000,4.888 
0.2097,163.000,6.843 
0.2100,172.000,8.798 
0.2103,155.000,7.820 
0.2105,173.000,7.820 
0.2107,168.000,3.910 
0.2110,162.000,3.910 
0.2113,162.000,4.888 
0.2115,157.000,3.910 
0.2118,177.000,3.910 
0.2120,174.000,4.888 
0.2122,180.000,4.888 
0.2125,169.000,4.888 
0.2128,162.000,5.865 
0.2130,168.000,5.865 
0.2132,171.000,8.798 
0.2135,155.000,7.820 
0.2138,174.000,8.798 
0.2140,164.000,6.843 
0.2142,159.000,3.910 
0.2145,166.000,2.933 
0.2148,164.000,3.910 
0.2150,172.000,4.888 
0.2153,164.000,5.865 
0.2155,166.000,4.888 
0.2157,170.000,8.798 
0.2160,168.000,8.798 
0.2163,168.000,4.888 
0.2165,162.000,3.910 
0.2167,170.000,3.910 
0.2170,170.000,4.888 
0.2173,171.000,4.888 
0.2175,169.000,4.888 
0.2177,168.000,5.865 
0.2180,163.000,8.798 
0.2183,169.000,7.820 
0.2185,163.000,6.843 
0.2188,161.000,3.910 
0.2190,167.000,3.910 
0.2192,162.000,3.910 
0.2195,171.000,4.888 
0.2198,164.000,4.888 
0.2200,175.000,5.865 
0.2202,170.000,6.843 
0.2205,175.000,8.798 
0.2208,172.000,8.798 
0.2210,167.000,7.820 
0.2212,175.000,6.843 
0.2215,163.000,4.888 
0.2218,165.000,3.910 
0.2220,160.000,4.888 
0.2222,168.000,4.888 
0.2225,171.000,5.865 
0.2227,173.000,5.865 
0.2230,176.000,9.775 
0.2233,168.000,8.798 
0.2235,170.000,7.820 
0.2237,162.000,7.820 
0.2240,165.000,6.843 
0.2243,158.000,3.910 
0.2245,165.000,4.888 
0.2247,171.000,4.888 
0.2250,165.000,4.888 
0.2253,163.000,4.888 
0.2255,169.000,5.865 
0.2257,174.000,4.888 
0.2260,169.000,5.865 
0.2262,170.000,5.865 
0.2265,178.000,5.865 
0.2268,164.000,7.820 
0.2270,168.000,7.820 
0.2272,163.000,7.820 
0.2275,169.000,6.843 
0.2278,166.000,3.910 
0.2280,176.000,4.888 
0.2282,172.000,4.888 
0.2285,170.000,3.910 
0.2288,173.000,4.888 
0.2290,169.000,5.865 
0.2292,170.000,5.865 
0.2295,169.000,8.798 
0.2298,159.000,7.820 
0.2300,162.000,5.865 
0.2303,170.000,3.910 
0.2305,166.000,3.910 
0.2307,175.000,4.888 
0.2310,172.000,4.888 
0.2313,171.000,5.865 
0.2315,167.000,7.820 
0.2317,174.000,7.820 
0.2320,168.000,6.843 
0.2323,167.000,5.865 
0.2325,165.000,3.910 
0.2327,162.000,4.888 
0.2330,171.000,4.888 
0.2333,165.000,4.888 
0.2335,162.000,4.888 
0.2338,172.000,5.865 
0.2340,161.000,8.798 
0.2342,166.000,6.843 
0.2345,168.000,3.910 
0.2348,164.000,4.888 
0.2350,170.000,3.910 
0.2352,164.000,4.888 
0.2355,166.000,5.865 
0.2358,163.000,4.888 
0.2360,173.000,8.798 
0.2362,167.000,8.798 
0.2365,165.000,7.820 
0.2368,173.000,7.820 
0.2370,171.000,3.910 
0.2373,158.000,3.910 
0.2375,170.000,3.910 
0.2377,166.000,3.910 
0.2380,164.000,3.910 
0.2383,170.000,5.865 
0.2385,165.000,5.865 
0.2387,163.000,4.888 
0.2390,173.000,5.865 
0.2393,163.000,5.865 
0.2395,163.000,5.865 
0.2397,176.000,8.798 
0.2400,170.000,6.843 
0.2403,163.000,3.910 
0.2405,162.000,3.910 
0.2407,163.000,3.910 
0.2410,161.000,3.910 
0.2412,174.000,4.888 
0.2415,171.000,4.888 
0.2418,180.000,4.888 
0.2420,164.000,5.865 
0.2422,171.000,5.865 
0.2425,169.000,8.798 
0.2428,172.000,8.798 
0.2430,162.000,6.843 
0.2432,171.000,6.843 
0.2435,169.000,3.910 
0.2438,169.000,3.910 
0.2440,168.000,3.910 
0.2442,169.000,3.910 
0.2445,162.000,4.888 
0.2447,174.000,4.888 
0.2450,162.000,4.888 
0.2453,173.000,4.888 
0.2455,165.000,4.888 
0.2457,172.000,5.865 
0.2460,163.000,5.865 
0.2463,164.000,8.798 
0.2465,178.000,7.820 
0.2467,172.000,7.820 
0.2470,170.000,6.843 
0.2473,172.000,3.910 
0.2475,168.000,4.888 
0.2477,170.000,5.865 
0.2480,161.000,3.910 
0.2482,185.000,4.888 
0.2485,166.000,5.865 
0.2488,171.000,8.798 
