Time[s],Acceleration [mg],Force [N]  
0.2490,154.000,7.820 
0.2492,173.000,5.865 
0.2495,174.000,3.910 
0.2498,167.000,3.910 
0.2500,176.000,4.888 
0.2503,176.000,4.888 
0.2505,160.000,4.888 
0.2508,155.000,5.865 
0.2510,181.000,8.798 
0.2512,169.000,6.843 
0.2515,166.000,3.910 
0.2517,173.000,3.910 
0.2520,167.000,3.910 
0.2522,178.000,5.865 
0.2525,162.000,5.865 
0.2528,171.000,7.820 
0.2530,172.000,6.843 
0.2533,165.000,5.865 
0.2535,162.000,3.910 
0.2537,173.000,3.910 
0.2540,168.000,4.888 
0.2542,169.000,5.865 
0.2545,156.000,4.888 
0.2548,171.000,6.843 
0.2550,167.000,7.820 
0.2553,177.000,7.820 
0.2555,171.000,8.798 
0.2558,169.000,7.820 
0.2560,174.000,7.820 
0.2562,174.000,6.843 
0.2565,176.000,3.910 
0.2567,169.000,3.910 
0.2570,169.000,3.910 
0.2573,167.000,4.888 
0.2575,166.000,3.910 
0.2578,173.000,3.910 
0.2580,169.000,4.888 
0.2582,172.000,4.888 
0.2585,171.000,5.865 
0.2587,170.000,6.843 
0.2590,180.000,4.888 
0.2592,160.000,9.775 
0.2595,165.000,8.798 
0.2598,167.000,8.798 
0.2600,165.000,5.865 
0.2603,172.000,4.888 
0.2605,163.000,5.865 
0.2607,177.000,5.865 
0.2610,171.000,5.865 
0.2612,164.000,4.888 
0.2615,171.000,8.798 
0.2618,170.000,7.820 
0.2620,165.000,8.798 
0.2623,169.000,7.820 
0.2625,165.000,6.843 
0.2627,179.000,4.888 
0.2630,167.000,4.888 
0.2632,171.000,3.910 
0.2635,165.000,4.888 
0.2637,161.000,4.888 
0.2640,166.000,3.910 
0.2643,160.000,4.888 
0.2645,160.000,4.888 
0.2648,173.000,5.865 
0.2650,166.000,5.865 
0.2652,167.000,5.865 
0.2655,163.000,8.798 
0.2657,171.000,7.820 
0.2660,174.000,7.820 
0.2663,173.000,6.843 
0.2665,172.000,3.910 
0.2668,170.000,3.910 
0.2670,169.000,3.910 
0.2673,172.000,4.888 
0.2675,183.000,4.888 
0.2677,167.000,5.865 
0.2680,167.000,4.888 
0.2682,169.000,3.910 
0.2685,165.000,4.888 
0.2688,169.000,4.888 
0.2690,166.000,4.888 
0.2693,165.000,4.888 
0.2695,170.000,4.888 
0.2697,170.000,5.865 
0.2700,173.000,5.865 
0.2702,164.000,5.865 
0.2705,174.000,4.888 
0.2707,169.000,4.888 
0.2710,178.000,4.888 
0.2713,177.000,5.865 
0.2715,173.000,6.843 
0.2718,164.000,7.820 
0.2720,164.000,7.820 
0.2722,175.000,7.820 
0.2725,166.000,6.843 
0.2727,176.000,3.910 
0.2730,170.000,2.933 
0.2733,168.000,3.910 
0.2735,162.000,3.910 
0.2738,173.000,3.910 
0.2740,173.000,3.910 
0.2743,171.000,5.865 
0.2745,167.000,4.888 
0.2747,169.000,6.843 
0.2750,165.000,7.820 
0.2752,179.000,8.798 
0.2755,157.000,6.843 
0.2758,174.000,4.888 
0.2760,181.000,4.888 
0.2763,165.000,3.910 
0.2765,168.000,4.888 
0.2767,168.000,4.888 
0.2770,172.000,4.888 
0.2772,166.000,5.865 
0.2775,160.000,8.798 
0.2777,172.000,8.798 
0.2780,164.000,6.843 
0.2783,167.000,7.820 
0.2785,171.000,6.843 
0.2788,177.000,4.888 
0.2790,157.000,3.910 
0.2792,165.000,3.910 
0.2795,160.000,4.888 
0.2797,173.000,5.865 
0.2800,173.000,5.865 
0.2803,168.000,5.865 
0.2805,163.000,4.888 
0.2808,164.000,4.888 
0.2810,168.000,3.910 
0.2812,164.000,3.910 
0.2815,167.000,4.888 
0.2817,158.000,4.888 
0.2820,169.000,5.865 
0.2822,166.000,4.888 
0.2825,168.000,4.888 
0.2828,163.000,4.888 
0.2830,167.000,6.843 
0.2833,160.000,5.865 
0.2835,165.000,8.798 
0.2837,168.000,7.820 
0.2840,166.000,7.820 
0.2842,164.000,6.843 
0.2845,170.000,8.798 
0.2848,170.000,8.798 
0.2850,170.000,7.820 
0.2853,180.000,6.843 
0.2855,157.000,6.843 
0.2858,167.000,3.910 
0.2860,171.000,4.888 
0.2862,159.000,3.910 
0.2865,169.000,3.910 
0.2867,171.000,5.865 
0.2870,176.000,4.888 
0.2873,172.000,4.888 
0.2875,175.000,3.910 
0.2878,167.000,4.888 
0.2880,174.000,5.865 
0.2882,169.000,4.888 
0.2885,174.000,6.843 
0.2887,166.000,7.820 
0.2890,152.000,8.798 
0.2892,160.000,8.798 
0.2895,177.000,6.843 
0.2898,169.000,4.888 
0.2900,168.000,4.888 
0.2903,159.000,3.910 
0.2905,170.000,3.910 
0.2907,174.000,3.910 
0.2910,165.000,5.865 
0.2912,171.000,5.865 
0.2915,174.000,3.910 
0.2918,167.000,5.865 
0.2920,159.000,3.910 
0.2923,167.000,4.888 
0.2925,175.000,5.865 
0.2928,167.000,4.888 
0.2930,164.000,4.888 
0.2932,171.000,4.888 
0.2935,158.000,4.888 
0.2937,177.000,4.888 
0.2940,172.000,5.865 
0.2943,172.000,5.865 
0.2945,176.000,5.865 
0.2948,169.000,7.820 
0.2950,167.000,7.820 
0.2952,169.000,8.798 
0.2955,184.000,8.798 
0.2957,178.000,7.820 
0.2960,173.000,7.820 
0.2962,169.000,6.843 
0.2965,169.000,6.843 
0.2968,170.000,4.888 
0.2970,176.000,4.888 
0.2973,182.000,3.910 
0.2975,173.000,3.910 
0.2977,166.000,4.888 
0.2980,174.000,3.910 
0.2982,167.000,4.888 
0.2985,173.000,4.888 
0.2988,162.000,4.888 
0.2990,161.000,5.865 
0.2993,155.000,4.888 
0.2995,167.000,5.865 
0.2998,164.000,5.865 
0.3000,170.000,5.865 
0.3002,164.000,4.888 
0.3005,172.000,5.865 
0.3007,164.000,5.865 
0.3010,166.000,8.798 
0.3013,174.000,8.798 
0.3015,165.000,7.820 
0.3018,172.000,8.798 
0.3020,171.000,6.843 
0.3022,178.000,6.843 
0.3025,178.000,3.910 
0.3027,162.000,3.910 
0.3030,166.000,3.910 
0.3033,166.000,3.910 
0.3035,157.000,3.910 
0.3038,172.000,3.910 
0.3040,171.000,4.888 
0.3043,165.000,4.888 
0.3045,176.000,3.910 
0.3047,167.000,5.865 
0.3050,179.000,4.888 
0.3052,176.000,5.865 
0.3055,173.000,3.910 
0.3058,167.000,4.888 
0.3060,160.000,4.888 
0.3063,172.000,4.888 
0.3065,174.000,4.888 
0.3067,169.000,4.888 
0.3070,172.000,4.888 
0.3072,173.000,4.888 
0.3075,178.000,4.888 
0.3077,168.000,4.888 
0.3080,165.000,5.865 
0.3083,172.000,4.888 
0.3085,164.000,6.843 
0.3088,169.000,5.865 
0.3090,166.000,5.865 
0.3092,175.000,5.865 
0.3095,171.000,9.775 
0.3097,170.000,8.798 
0.3100,171.000,7.820 
0.3103,165.000,6.843 
0.3105,170.000,8.798 
0.3108,169.000,7.820 
0.3110,172.000,8.798 
0.3113,164.000,6.843 
0.3115,161.000,7.820 
0.3117,161.000,6.843 
0.3120,169.000,8.798 
0.3122,166.000,7.820 
0.3125,163.000,6.843 
0.3128,171.000,6.843 
0.3130,178.000,6.843 
0.3133,168.000,6.843 
0.3135,165.000,3.910 
0.3137,174.000,3.910 
0.3140,177.000,3.910 
0.3142,175.000,3.910 
0.3145,169.000,3.910 
0.3147,174.000,3.910 
0.3150,178.000,4.888 
0.3153,172.000,3.910 
0.3155,163.000,4.888 
0.3158,172.000,4.888 
0.3160,180.000,4.888 
0.3162,169.000,5.865 
0.3165,173.000,4.888 
0.3167,172.000,6.843 
0.3170,171.000,8.798 
0.3173,163.000,8.798 
0.3175,180.000,7.820 
0.3178,173.000,3.910 
0.3180,176.000,4.888 
0.3183,171.000,3.910 
0.3185,160.000,3.910 
0.3187,169.000,4.888 
0.3190,170.000,4.888 
0.3192,167.000,5.865 
0.3195,183.000,5.865 
0.3198,171.000,4.888 
0.3200,163.000,5.865 
0.3203,172.000,5.865 
0.3205,176.000,8.798 
0.3207,167.000,8.798 
0.3210,169.000,7.820 
0.3212,176.000,8.798 
0.3215,168.000,5.865 
0.3217,173.000,3.910 
0.3220,162.000,3.910 
0.3223,162.000,4.888 
0.3225,172.000,3.910 
0.3228,172.000,4.888 
0.3230,169.000,3.910 
0.3232,163.000,4.888 
0.3235,168.000,5.865 
0.3237,178.000,5.865 
0.3240,168.000,5.865 
0.3243,164.000,8.798 
0.3245,173.000,8.798 
0.3248,168.000,7.820 
0.3250,167.000,5.865 
0.3252,165.000,4.888 
0.3255,170.000,3.910 
0.3257,169.000,3.910 
0.3260,162.000,4.888 
0.3262,169.000,4.888 
0.3265,172.000,4.888 
0.3268,172.000,8.798 
0.3270,175.000,7.820 
0.3273,173.000,7.820 
0.3275,170.000,8.798 
0.3277,177.000,3.910 
0.3280,169.000,3.910 
0.3282,174.000,4.888 
0.3285,168.000,4.888 
0.3288,168.000,5.865 
0.3290,163.000,5.865 
0.3293,172.000,8.798 
0.3295,168.000,6.843 
0.3298,167.000,6.843 
0.3300,172.000,3.910 
0.3302,164.000,3.910 
0.3305,172.000,3.910 
0.3307,176.000,4.888 
0.3310,169.000,3.910 
0.3313,158.000,5.865 
0.3315,164.000,4.888 
0.3318,171.000,4.888 
0.3320,170.000,8.798 
0.3322,176.000,7.820 
0.3325,164.000,7.820 
0.3327,168.000,6.843 
0.3330,168.000,4.888 
0.3332,162.000,4.888 
0.3335,165.000,4.888 
0.3338,161.000,3.910 
0.3340,173.000,4.888 
0.3343,172.000,5.865 
0.3345,174.000,5.865 
0.3347,168.000,6.843 
0.3350,170.000,8.798 
0.3352,166.000,8.798 
0.3355,171.000,7.820 
0.3358,170.000,6.843 
0.3360,174.000,7.820 
0.3363,164.000,3.910 
0.3365,168.000,3.910 
0.3368,171.000,3.910 
0.3370,157.000,3.910 
0.3372,165.000,3.910 
0.3375,171.000,5.865 
0.3377,170.000,5.865 
0.3380,183.000,3.910 
0.3383,168.000,5.865 
0.3385,170.000,4.888 
0.3388,165.000,4.888 
0.3390,166.000,5.865 
0.3392,173.000,8.798 
0.3395,162.000,8.798 
0.3397,162.000,8.798 
0.3400,168.000,7.820 
0.3402,161.000,8.798 
0.3405,167.000,7.820 
0.3408,173.000,8.798 
0.3410,177.000,7.820 
0.3413,160.000,6.843 
0.3415,172.000,3.910 
0.3417,160.000,3.910 
0.3420,169.000,3.910 
0.3422,170.000,4.888 
0.3425,157.000,2.933 
0.3428,174.000,3.910 
0.3430,170.000,3.910 
0.3433,167.000,5.865 
0.3435,171.000,3.910 
0.3438,163.000,3.910 
0.3440,180.000,4.888 
0.3442,169.000,5.865 
0.3445,168.000,5.865 
0.3447,160.000,8.798 
0.3450,166.000,6.843 
0.3453,172.000,6.843 
0.3455,168.000,4.888 
0.3458,171.000,3.910 
0.3460,172.000,4.888 
0.3462,165.000,4.888 
0.3465,170.000,4.888 
0.3467,174.000,3.910 
0.3470,167.000,5.865 
0.3473,162.000,4.888 
0.3475,172.000,4.888 
0.3478,172.000,4.888 
0.3480,162.000,4.888 
0.3483,172.000,4.888 
0.3485,170.000,6.843 
0.3487,162.000,5.865 
0.3490,176.000,5.865 
0.3492,165.000,8.798 
0.3495,163.000,9.775 
0.3498,169.000,9.775 
0.3500,170.000,8.798 
0.3503,165.000,7.820 
0.3505,177.000,7.820 
0.3507,182.000,7.820 
0.3510,164.000,7.820 
0.3512,174.000,7.820 
0.3515,167.000,7.820 
0.3517,164.000,3.910 
0.3520,164.000,3.910 
0.3523,161.000,3.910 
0.3525,166.000,3.910 
0.3528,176.000,3.910 
0.3530,174.000,4.888 
0.3532,175.000,4.888 
0.3535,176.000,4.888 
0.3537,175.000,5.865 
0.3540,165.000,5.865 
0.3543,171.000,5.865 
0.3545,169.000,5.865 
0.3548,173.000,8.798 
0.3550,172.000,7.820 
0.3553,173.000,8.798 
0.3555,176.000,6.843 
0.3557,170.000,7.820 
0.3560,176.000,6.843 
0.3562,168.000,3.910 
0.3565,171.000,3.910 
0.3568,165.000,3.910 
0.3570,172.000,4.888 
0.3573,176.000,4.888 
0.3575,167.000,4.888 
0.3577,176.000,4.888 
0.3580,161.000,4.888 
0.3582,171.000,5.865 
0.3585,173.000,7.820 
0.3587,160.000,8.798 
0.3590,170.000,6.843 
0.3593,171.000,8.798 
0.3595,162.000,3.910 
0.3598,181.000,3.910 
0.3600,170.000,4.888 
0.3602,167.000,4.888 
0.3605,174.000,4.888 
0.3607,162.000,4.888 
0.3610,165.000,4.888 
0.3613,170.000,4.888 
0.3615,168.000,4.888 
0.3618,168.000,4.888 
0.3620,172.000,5.865 
0.3623,175.000,5.865 
0.3625,164.000,6.843 
0.3627,162.000,8.798 
0.3630,174.000,8.798 
0.3632,166.000,8.798 
0.3635,161.000,7.820 
0.3638,171.000,7.820 
0.3640,171.000,7.820 
0.3643,153.000,6.843 
0.3645,162.000,6.843 
0.3647,177.000,4.888 
0.3650,178.000,3.910 
0.3652,174.000,3.910 
0.3655,172.000,3.910 
0.3658,179.000,4.888 
0.3660,167.000,4.888 
0.3663,176.000,4.888 
0.3665,176.000,3.910 
0.3668,166.000,3.910 
0.3670,164.000,4.888 
0.3672,170.000,4.888 
0.3675,166.000,4.888 
0.3677,162.000,3.910 
0.3680,176.000,4.888 
0.3683,175.000,5.865 
0.3685,164.000,4.888 
0.3688,173.000,4.888 
0.3690,168.000,5.865 
0.3692,158.000,5.865 
0.3695,176.000,5.865 
0.3697,167.000,5.865 
0.3700,163.000,5.865 
0.3702,163.000,6.843 
0.3705,176.000,8.798 
0.3708,165.000,7.820 
0.3710,162.000,7.820 
0.3713,171.000,7.820 
0.3715,164.000,7.820 
0.3717,178.000,6.843 
0.3720,170.000,6.843 
0.3722,163.000,6.843 
0.3725,174.000,6.843 
0.3728,169.000,3.910 
0.3730,163.000,4.888 
0.3733,169.000,3.910 
0.3735,170.000,3.910 
0.3738,168.000,4.888 
0.3740,174.000,5.865 
0.3742,170.000,4.888 
0.3745,160.000,4.888 
0.3747,174.000,4.888 
0.3750,161.000,6.843 
0.3753,168.000,7.820 
0.3755,167.000,7.820 
0.3758,171.000,7.820 
0.3760,160.000,8.798 
0.3762,158.000,7.820 
0.3765,168.000,6.843 
0.3767,155.000,4.888 
0.3770,162.000,4.888 
0.3772,171.000,3.910 
0.3775,162.000,3.910 
0.3778,166.000,5.865 
0.3780,167.000,4.888 
0.3783,169.000,6.843 
0.3785,171.000,5.865 
0.3787,179.000,4.888 
0.3790,164.000,6.843 
0.3792,173.000,8.798 
0.3795,163.000,7.820 
0.3798,175.000,6.843 
0.3800,175.000,7.820 
0.3803,165.000,6.843 
0.3805,170.000,6.843 
0.3808,166.000,7.820 
0.3810,165.000,7.820 
0.3812,175.000,8.798 
0.3815,176.000,6.843 
0.3817,171.000,6.843 
0.3820,165.000,4.888 
0.3823,158.000,4.888 
0.3825,174.000,3.910 
0.3828,174.000,3.910 
0.3830,165.000,5.865 
0.3832,177.000,4.888 
0.3835,169.000,4.888 
0.3837,180.000,4.888 
0.3840,179.000,5.865 
0.3842,170.000,4.888 
0.3845,171.000,5.865 
0.3848,168.000,4.888 
0.3850,166.000,5.865 
0.3853,167.000,8.798 
0.3855,174.000,7.820 
0.3857,162.000,8.798 
0.3860,164.000,7.820 
0.3862,175.000,8.798 
0.3865,158.000,7.820 
0.3868,169.000,7.820 
0.3870,168.000,7.820 
0.3873,172.000,7.820 
0.3875,179.000,6.843 
0.3877,174.000,6.843 
0.3880,162.000,8.798 
0.3882,159.000,6.843 
0.3885,159.000,8.798 
0.3887,172.000,7.820 
0.3890,163.000,6.843 
0.3893,167.000,7.820 
0.3895,158.000,3.910 
0.3898,170.000,3.910 
0.3900,172.000,3.910 
0.3902,170.000,3.910 
0.3905,167.000,4.888 
0.3907,175.000,3.910 
0.3910,179.000,4.888 
0.3913,176.000,4.888 
0.3915,171.000,5.865 
0.3918,161.000,4.888 
0.3920,169.000,5.865 
0.3923,168.000,5.865 
0.3925,166.000,8.798 
0.3927,175.000,8.798 
0.3930,171.000,7.820 
0.3932,167.000,7.820 
0.3935,168.000,7.820 
0.3938,177.000,6.843 
0.3940,171.000,7.820 
0.3943,171.000,6.843 
0.3945,165.000,3.910 
0.3947,169.000,3.910 
0.3950,186.000,4.888 
0.3952,165.000,4.888 
0.3955,159.000,3.910 
0.3957,172.000,4.888 
0.3960,171.000,4.888 
0.3963,164.000,3.910 
0.3965,168.000,4.888 
0.3968,176.000,4.888 
0.3970,162.000,4.888 
0.3972,167.000,4.888 
0.3975,160.000,4.888 
0.3977,169.000,4.888 
0.3980,168.000,8.798 
0.3983,167.000,9.775 
0.3985,170.000,7.820 
0.3988,180.000,6.843 
0.3990,161.000,7.820 
0.3993,162.000,6.843 
0.3995,159.000,7.820 
0.3997,165.000,6.843 
0.4000,161.000,6.843 
0.4002,168.000,6.843 
0.4005,168.000,7.820 
0.4008,168.000,7.820 
0.4010,163.000,6.843 
0.4013,161.000,7.820 
0.4015,173.000,7.820 
0.4017,164.000,6.843 
0.4020,164.000,5.865 
0.4022,161.000,6.843 
0.4025,164.000,4.888 
0.4027,157.000,3.910 
0.4030,168.000,3.910 
0.4033,162.000,6.843 
0.4035,168.000,6.843 
0.4038,163.000,7.820 
0.4040,163.000,6.843 
0.4042,159.000,6.843 
0.4045,172.000,6.843 
0.4047,168.000,6.843 
0.4050,172.000,7.820 
0.4053,169.000,6.843 
0.4055,163.000,8.798 
0.4058,167.000,6.843 
0.4060,172.000,6.843 
0.4062,172.000,5.865 
0.4065,164.000,6.843 
0.4067,168.000,7.820 
0.4070,172.000,6.843 
0.4072,165.000,7.820 
0.4075,176.000,6.843 
0.4078,175.000,8.798 
0.4080,160.000,8.798 
0.4083,171.000,8.798 
0.4085,165.000,7.820 
0.4087,165.000,6.843 
0.4090,168.000,7.820 
0.4092,169.000,6.843 
0.4095,166.000,6.843 
0.4098,173.000,7.820 
0.4100,168.000,7.820 
0.4103,163.000,6.843 
0.4105,170.000,6.843 
0.4108,166.000,6.843 
0.4110,172.000,5.865 
0.4112,169.000,3.910 
0.4115,172.000,7.820 
0.4117,163.000,7.820 
0.4120,174.000,6.843 
0.4123,156.000,3.910 
0.4125,162.000,3.910 
0.4128,157.000,3.910 
0.4130,162.000,3.910 
0.4132,172.000,3.910 
0.4135,158.000,3.910 
0.4137,155.000,3.910 
0.4140,166.000,4.888 
0.4142,163.000,3.910 
0.4145,167.000,3.910 
0.4148,162.000,4.888 
0.4150,176.000,5.865 
0.4153,162.000,5.865 
0.4155,173.000,4.888 
0.4157,169.000,4.888 
0.4160,161.000,4.888 
0.4162,162.000,4.888 
0.4165,164.000,4.888 
0.4168,162.000,5.865 
0.4170,166.000,5.865 
0.4173,163.000,6.843 
0.4175,173.000,5.865 
0.4178,171.000,6.843 
0.4180,159.000,5.865 
0.4182,166.000,6.843 
0.4185,170.000,5.865 
0.4187,162.000,5.865 
0.4190,157.000,4.888 
0.4193,164.000,5.865 
0.4195,162.000,5.865 
0.4198,176.000,8.798 
0.4200,181.000,8.798 
0.4202,171.000,9.775 
0.4205,164.000,6.843 
0.4207,164.000,5.865 
0.4210,161.000,5.865 
0.4212,166.000,5.865 
0.4215,153.000,5.865 
0.4218,158.000,5.865 
0.4220,172.000,5.865 
0.4223,168.000,4.888 
0.4225,161.000,5.865 
0.4227,172.000,5.865 
0.4230,167.000,5.865 
0.4232,157.000,5.865 
0.4235,163.000,6.843 
0.4238,178.000,7.820 
0.4240,173.000,8.798 
0.4243,163.000,8.798 
0.4245,156.000,8.798 
0.4248,158.000,7.820 
0.4250,173.000,8.798 
0.4252,161.000,6.843 
0.4255,168.000,5.865 
0.4257,176.000,5.865 
0.4260,176.000,5.865 
0.4263,159.000,5.865 
0.4265,162.000,6.843 
0.4268,166.000,5.865 
0.4270,176.000,4.888 
0.4272,157.000,4.888 
0.4275,169.000,4.888 
0.4277,162.000,5.865 
0.4280,170.000,4.888 
0.4283,165.000,4.888 
0.4285,158.000,4.888 
0.4288,161.000,5.865 
0.4290,159.000,4.888 
0.4293,169.000,4.888 
0.4295,159.000,4.888 
0.4297,162.000,4.888 
0.4300,176.000,4.888 
0.4302,172.000,4.888 
0.4305,173.000,5.865 
0.4308,173.000,3.910 
0.4310,172.000,4.888 
0.4313,162.000,5.865 
0.4315,162.000,4.888 
0.4317,177.000,4.888 
0.4320,165.000,6.843 
0.4322,167.000,4.888 
0.4325,163.000,5.865 
0.4327,171.000,4.888 
0.4330,171.000,5.865 
0.4333,168.000,4.888 
0.4335,172.000,4.888 
0.4338,162.000,4.888 
0.4340,165.000,4.888 
0.4342,170.000,5.865 
0.4345,162.000,4.888 
0.4347,168.000,5.865 
0.4350,166.000,3.910 
0.4353,174.000,4.888 
0.4355,173.000,4.888 
0.4358,164.000,4.888 
0.4360,169.000,4.888 
0.4363,164.000,4.888 
0.4365,165.000,4.888 
0.4367,175.000,4.888 
0.4370,170.000,4.888 
0.4372,151.000,3.910 
0.4375,171.000,3.910 
0.4378,163.000,3.910 
0.4380,179.000,3.910 
0.4383,163.000,3.910 
0.4385,164.000,3.910 
0.4387,173.000,6.843 
0.4390,170.000,8.798 
0.4392,163.000,7.820 
0.4395,170.000,7.820 
0.4397,165.000,9.775 
0.4400,176.000,8.798 
0.4403,173.000,7.820 
0.4405,157.000,8.798 
0.4408,166.000,9.775 
0.4410,170.000,9.775 
0.4412,167.000,6.843 
0.4415,162.000,5.865 
0.4417,159.000,6.843 
0.4420,181.000,4.888 
0.4423,165.000,6.843 
0.4425,172.000,5.865 
0.4428,167.000,6.843 
0.4430,167.000,4.888 
0.4433,167.000,5.865 
0.4435,169.000,4.888 
0.4437,161.000,4.888 
0.4440,162.000,5.865 
0.4442,163.000,5.865 
0.4445,159.000,4.888 
0.4448,167.000,6.843 
0.4450,162.000,5.865 
0.4453,173.000,5.865 
0.4455,165.000,7.820 
0.4457,158.000,8.798 
0.4460,168.000,9.775 
0.4462,164.000,8.798 
0.4465,169.000,7.820 
0.4467,167.000,7.820 
0.4470,173.000,8.798 
0.4473,159.000,6.843 
0.4475,161.000,7.820 
0.4478,170.000,5.865 
0.4480,164.000,4.888 
0.4482,169.000,3.910 
0.4485,168.000,3.910 
0.4487,170.000,6.843 
0.4490,163.000,7.820 
0.4493,171.000,6.843 
0.4495,170.000,6.843 
0.4498,173.000,6.843 
0.4500,171.000,6.843 
0.4502,163.000,7.820 
0.4505,164.000,7.820 
0.4507,169.000,7.820 
0.4510,172.000,8.798 
0.4512,175.000,8.798 
0.4515,174.000,8.798 
0.4518,176.000,8.798 
0.4520,165.000,8.798 
0.4523,176.000,6.843 
0.4525,170.000,6.843 
0.4527,167.000,8.798 
0.4530,173.000,7.820 
0.4532,168.000,6.843 
0.4535,162.000,6.843 
0.4538,167.000,3.910 
0.4540,177.000,3.910 
0.4543,168.000,3.910 
0.4545,171.000,4.888 
0.4548,163.000,5.865 
0.4550,167.000,3.910 
0.4552,171.000,5.865 
0.4555,170.000,4.888 
0.4557,169.000,4.888 
0.4560,154.000,5.865 
0.4563,174.000,5.865 
0.4565,167.000,8.798 
0.4568,173.000,7.820 
0.4570,172.000,8.798 
0.4572,161.000,4.888 
0.4575,178.000,3.910 
0.4577,172.000,3.910 
0.4580,169.000,5.865 
0.4582,167.000,4.888 
0.4585,171.000,4.888 
0.4588,171.000,4.888 
0.4590,169.000,5.865 
0.4593,171.000,5.865 
0.4595,166.000,6.843 
0.4597,167.000,5.865 
0.4600,162.000,5.865 
0.4602,181.000,5.865 
0.4605,168.000,5.865 
0.4608,163.000,5.865 
0.4610,162.000,4.888 
0.4613,176.000,4.888 
0.4615,172.000,4.888 
0.4618,176.000,3.910 
0.4620,168.000,5.865 
0.4622,178.000,4.888 
0.4625,158.000,4.888 
0.4627,168.000,4.888 
0.4630,174.000,4.888 
0.4633,170.000,4.888 
0.4635,165.000,5.865 
0.4638,174.000,4.888 
0.4640,167.000,4.888 
0.4642,157.000,4.888 
0.4645,171.000,4.888 
0.4647,169.000,4.888 
0.4650,166.000,4.888 
0.4652,174.000,4.888 
0.4655,165.000,3.910 
0.4658,161.000,4.888 
0.4660,164.000,4.888 
0.4663,165.000,3.910 
0.4665,176.000,3.910 
0.4667,172.000,3.910 
0.4670,174.000,3.910 
0.4672,164.000,3.910 
0.4675,170.000,4.888 
0.4678,170.000,3.910 
0.4680,176.000,3.910 
0.4683,162.000,5.865 
0.4685,169.000,4.888 
0.4688,162.000,3.910 
0.4690,171.000,4.888 
0.4692,169.000,3.910 
0.4695,164.000,3.910 
0.4697,163.000,4.888 
0.4700,171.000,4.888 
0.4703,166.000,5.865 
0.4705,172.000,5.865 
0.4708,172.000,5.865 
0.4710,166.000,4.888 
0.4712,162.000,4.888 
0.4715,160.000,4.888 
0.4717,169.000,5.865 
0.4720,173.000,5.865 
0.4723,160.000,4.888 
0.4725,164.000,4.888 
0.4728,176.000,5.865 
0.4730,170.000,5.865 
0.4733,162.000,5.865 
0.4735,179.000,5.865 
0.4737,176.000,4.888 
0.4740,170.000,5.865 
0.4742,168.000,6.843 
0.4745,175.000,5.865 
0.4748,175.000,5.865 
0.4750,170.000,6.843 
0.4753,166.000,5.865 
0.4755,165.000,8.798 
0.4757,167.000,8.798 
0.4760,166.000,8.798 
0.4762,161.000,8.798 
0.4765,172.000,7.820 
0.4767,166.000,6.843 
0.4770,169.000,6.843 
0.4773,161.000,4.888 
0.4775,163.000,3.910 
0.4778,175.000,4.888 
0.4780,177.000,3.910 
0.4782,174.000,3.910 
0.4785,169.000,3.910 
0.4787,170.000,5.865 
0.4790,163.000,3.910 
0.4793,164.000,4.888 
0.4795,182.000,3.910 
0.4798,163.000,3.910 
0.4800,165.000,3.910 
0.4803,178.000,4.888 
0.4805,156.000,3.910 
0.4807,172.000,4.888 
0.4810,177.000,4.888 
0.4812,174.000,5.865 
0.4815,156.000,5.865 
0.4818,163.000,4.888 
0.4820,182.000,4.888 
0.4823,167.000,4.888 
0.4825,164.000,5.865 
0.4827,160.000,4.888 
0.4830,177.000,4.888 
0.4832,175.000,4.888 
0.4835,170.000,4.888 
0.4837,171.000,4.888 
0.4840,163.000,4.888 
0.4843,171.000,4.888 
0.4845,165.000,5.865 
0.4848,162.000,4.888 
0.4850,166.000,4.888 
0.4852,176.000,4.888 
0.4855,167.000,5.865 
0.4857,173.000,4.888 
0.4860,168.000,5.865 
0.4863,172.000,4.888 
0.4865,168.000,4.888 
0.4868,165.000,3.910 
0.4870,166.000,4.888 
0.4873,173.000,4.888 
0.4875,150.000,5.865 
0.4877,164.000,3.910 
0.4880,170.000,5.865 
0.4882,163.000,3.910 
0.4885,172.000,3.910 
0.4888,167.000,4.888 
0.4890,168.000,5.865 
0.4893,169.000,4.888 
0.4895,174.000,5.865 
0.4897,171.000,5.865 
0.4900,163.000,5.865 
0.4902,162.000,5.865 
0.4905,174.000,4.888 
0.4908,169.000,4.888 
0.4910,181.000,4.888 
0.4913,168.000,5.865 
0.4915,155.000,4.888 
0.4918,160.000,4.888 
0.4920,160.000,4.888 
0.4922,171.000,4.888 
0.4925,170.000,5.865 
0.4927,173.000,4.888 
0.4930,173.000,4.888 
0.4933,171.000,4.888 
0.4935,168.000,4.888 
0.4938,165.000,5.865 
0.4940,168.000,4.888 
0.4942,170.000,4.888 
0.4945,172.000,3.910 
0.4947,165.000,3.910 
0.4950,171.000,4.888 
0.4952,172.000,4.888 
0.4955,167.000,3.910 
0.4958,160.000,5.865 
0.4960,167.000,3.910 
0.4963,168.000,4.888 
0.4965,165.000,5.865 
0.4967,161.000,4.888 
0.4970,168.000,4.888 
0.4972,165.000,5.865 
0.4975,168.000,5.865 
0.4978,165.000,4.888 
0.4980,168.000,7.820 
0.4983,170.000,8.798 
