Time[s],Acceleration [mg],Force [N]  
0.0380,2378.000,8.798 
0.0382,2395.000,8.798 
0.0385,2403.000,8.798 
0.0388,2408.000,8.798 
0.0390,2425.000,7.820 
0.0393,2449.000,7.820 
0.0395,2437.000,7.820 
0.0397,2458.000,7.820 
0.0400,2460.000,7.820 
0.0402,2441.000,8.798 
0.0405,2422.000,8.798 
0.0408,2396.000,7.820 
0.0410,2393.000,8.798 
0.0413,2369.000,7.820 
0.0415,2350.000,7.820 
0.0417,2377.000,7.820 
0.0420,2320.000,7.820 
0.0422,2328.000,7.820 
0.0425,2320.000,8.798 
0.0428,2306.000,9.775 
0.0430,2298.000,8.798 
0.0432,2241.000,8.798 
0.0435,2235.000,9.775 
0.0437,2204.000,8.798 
0.0440,2182.000,8.798 
0.0443,2174.000,8.798 
0.0445,2167.000,7.820 
0.0448,2154.000,8.798 
0.0450,2135.000,8.798 
0.0452,2119.000,8.798 
0.0455,2104.000,9.775 
0.0457,2073.000,8.798 
0.0460,2052.000,8.798 
0.0463,1997.000,8.798 
0.0465,1991.000,8.798 
0.0468,1959.000,8.798 
0.0470,1939.000,7.820 
0.0472,1920.000,7.820 
0.0475,1896.000,7.820 
0.0477,1870.000,7.820 
0.0480,1805.000,6.843 
0.0483,1783.000,7.820 
0.0485,1769.000,7.820 
0.0487,1749.000,10.753 
0.0490,1745.000,10.753 
0.0492,1705.000,10.753 
0.0495,1735.000,11.730 
0.0498,1666.000,11.730 
0.0500,1664.000,11.730 
0.0503,1672.000,11.730 
0.0505,1653.000,8.798 
0.0507,1650.000,8.798 
0.0510,1651.000,7.820 
0.0512,1644.000,7.820 
0.0515,1634.000,8.798 
0.0518,1633.000,7.820 
0.0520,1628.000,7.820 
0.0523,1622.000,7.820 
0.0525,1621.000,7.820 
0.0527,1648.000,8.798 
0.0530,1684.000,7.820 
0.0532,1685.000,7.820 
0.0535,1722.000,7.820 
0.0538,1746.000,7.820 
0.0540,1719.000,7.820 
0.0542,1754.000,7.820 
0.0545,1791.000,7.820 
0.0547,1781.000,7.820 
0.0550,1813.000,7.820 
0.0553,1809.000,8.798 
0.0555,1852.000,7.820 
0.0558,1858.000,7.820 
0.0560,1871.000,7.820 
0.0562,1858.000,7.820 
0.0565,1854.000,6.843 
0.0567,1867.000,7.820 
0.0570,1863.000,7.820 
0.0573,1874.000,6.843 
0.0575,1845.000,7.820 
0.0578,1881.000,7.820 
0.0580,1852.000,7.820 
0.0582,1886.000,7.820 
0.0585,1868.000,8.798 
0.0587,1908.000,10.753 
0.0590,1876.000,7.820 
0.0593,1898.000,7.820 
0.0595,1896.000,8.798 
0.0597,1918.000,9.775 
0.0600,1899.000,10.753 
0.0602,1916.000,10.753 
0.0605,1924.000,9.775 
0.0608,1964.000,10.753 
0.0610,1940.000,11.730 
0.0613,1967.000,11.730 
0.0615,1943.000,11.730 
0.0617,1992.000,11.730 
0.0620,1947.000,10.753 
0.0622,1976.000,10.753 
0.0625,1947.000,11.730 
0.0627,2013.000,9.775 
0.0630,1992.000,8.798 
0.0632,1984.000,8.798 
0.0635,2006.000,8.798 
0.0637,1952.000,7.820 
0.0640,1987.000,8.798 
0.0642,1999.000,8.798 
0.0645,1987.000,7.820 
0.0648,2020.000,7.820 
0.0650,1998.000,6.843 
0.0653,1992.000,7.820 
0.0655,2029.000,7.820 
0.0658,2003.000,10.753 
0.0660,2056.000,10.753 
0.0662,2046.000,10.753 
0.0665,2020.000,10.753 
0.0667,2011.000,10.753 
0.0670,1983.000,10.753 
0.0672,1964.000,9.775 
0.0675,1961.000,7.820 
0.0677,1872.000,7.820 
0.0680,1924.000,7.820 
0.0683,1856.000,7.820 
0.0685,1823.000,6.843 
0.0688,1809.000,6.843 
0.0690,1773.000,7.820 
0.0693,1769.000,7.820 
0.0695,1775.000,7.820 
0.0698,1750.000,7.820 
0.0700,1751.000,7.820 
0.0702,1728.000,7.820 
0.0705,1746.000,7.820 
0.0707,1724.000,7.820 
0.0710,1735.000,7.820 
0.0712,1754.000,6.843 
0.0715,1714.000,6.843 
0.0718,1736.000,7.820 
0.0720,1760.000,6.843 
0.0723,1758.000,7.820 
0.0725,1788.000,8.798 
0.0728,1752.000,7.820 
0.0730,1799.000,7.820 
0.0733,1787.000,7.820 
0.0735,1800.000,7.820 
0.0737,1799.000,7.820 
0.0740,1828.000,7.820 
0.0742,1829.000,7.820 
0.0745,1874.000,6.843 
0.0747,1833.000,7.820 
0.0750,1899.000,7.820 
0.0752,1896.000,7.820 
0.0755,1924.000,7.820 
0.0758,1936.000,8.798 
0.0760,1949.000,7.820 
0.0763,1939.000,7.820 
0.0765,1950.000,7.820 
0.0768,2002.000,7.820 
0.0770,2060.000,7.820 
0.0772,2063.000,6.843 
0.0775,2052.000,7.820 
0.0777,2068.000,6.843 
0.0780,2057.000,7.820 
0.0782,2082.000,7.820 
0.0785,2091.000,7.820 
0.0787,2092.000,7.820 
0.0790,2127.000,7.820 
0.0793,2133.000,7.820 
0.0795,2116.000,7.820 
0.0798,2143.000,6.843 
0.0800,2151.000,6.843 
0.0803,2172.000,9.775 
0.0805,2208.000,6.843 
0.0808,2232.000,10.753 
0.0810,2243.000,10.753 
0.0812,2248.000,10.753 
0.0815,2219.000,10.753 
0.0817,2221.000,11.730 
0.0820,2193.000,10.753 
0.0822,2166.000,10.753 
0.0825,2126.000,11.730 
0.0828,2088.000,11.730 
0.0830,2058.000,10.753 
0.0833,2030.000,11.730 
0.0835,2031.000,12.708 
0.0838,2018.000,9.775 
0.0840,1994.000,8.798 
0.0843,1992.000,7.820 
0.0845,1947.000,8.798 
0.0847,1953.000,8.798 
0.0850,1931.000,8.798 
0.0852,1903.000,8.798 
0.0855,1894.000,8.798 
0.0857,1888.000,11.730 
0.0860,1870.000,10.753 
0.0862,1848.000,11.730 
0.0865,1857.000,10.753 
0.0868,1826.000,11.730 
0.0870,1821.000,11.730 
0.0873,1805.000,11.730 
0.0875,1797.000,11.730 
0.0878,1807.000,11.730 
0.0880,1781.000,11.730 
0.0882,1796.000,8.798 
0.0885,1794.000,7.820 
0.0887,1790.000,8.798 
0.0890,1784.000,8.798 
0.0892,1789.000,8.798 
0.0895,1792.000,8.798 
0.0897,1772.000,7.820 
0.0900,1770.000,7.820 
0.0903,1803.000,7.820 
0.0905,1783.000,8.798 
0.0908,1796.000,8.798 
0.0910,1780.000,8.798 
0.0913,1773.000,7.820 
0.0915,1782.000,7.820 
0.0918,1759.000,8.798 
0.0920,1780.000,8.798 
0.0922,1776.000,11.730 
0.0925,1742.000,11.730 
0.0927,1744.000,11.730 
0.0930,1721.000,11.730 
0.0932,1707.000,10.753 
0.0935,1703.000,10.753 
0.0938,1675.000,11.730 
0.0940,1681.000,11.730 
0.0943,1667.000,8.798 
0.0945,1648.000,7.820 
0.0948,1650.000,8.798 
0.0950,1626.000,7.820 
0.0953,1611.000,7.820 
0.0955,1614.000,7.820 
0.0957,1600.000,7.820 
0.0960,1600.000,7.820 
0.0962,1594.000,7.820 
0.0965,1576.000,7.820 
0.0967,1576.000,6.843 
0.0970,1573.000,6.843 
0.0972,1556.000,7.820 
0.0975,1561.000,9.775 
0.0978,1553.000,10.753 
0.0980,1551.000,11.730 
0.0983,1551.000,10.753 
0.0985,1560.000,11.730 
0.0988,1562.000,11.730 
0.0990,1553.000,10.753 
0.0993,1575.000,11.730 
0.0995,1558.000,11.730 
0.0997,1577.000,8.798 
0.1000,1572.000,8.798 
0.1002,1577.000,8.798 
0.1005,1584.000,8.798 
0.1007,1589.000,8.798 
0.1010,1601.000,8.798 
0.1013,1594.000,7.820 
0.1015,1594.000,7.820 
0.1018,1604.000,7.820 
0.1020,1598.000,7.820 
0.1023,1593.000,7.820 
0.1025,1588.000,7.820 
0.1028,1581.000,7.820 
0.1030,1567.000,7.820 
0.1032,1572.000,7.820 
0.1035,1578.000,7.820 
0.1037,1573.000,8.798 
0.1040,1572.000,8.798 
0.1042,1561.000,7.820 
0.1045,1557.000,7.820 
0.1047,1549.000,7.820 
0.1050,1551.000,7.820 
0.1053,1536.000,7.820 
0.1055,1550.000,8.798 
0.1058,1548.000,7.820 
0.1060,1550.000,8.798 
0.1063,1547.000,6.843 
0.1065,1538.000,7.820 
0.1067,1540.000,7.820 
0.1070,1536.000,7.820 
0.1072,1546.000,7.820 
0.1075,1543.000,7.820 
0.1077,1550.000,8.798 
0.1080,1548.000,8.798 
0.1082,1553.000,7.820 
0.1085,1541.000,7.820 
0.1088,1548.000,8.798 
0.1090,1549.000,8.798 
0.1093,1549.000,7.820 
0.1095,1540.000,8.798 
0.1098,1540.000,6.843 
0.1100,1529.000,7.820 
0.1103,1532.000,7.820 
0.1105,1533.000,8.798 
0.1107,1527.000,8.798 
0.1110,1523.000,7.820 
0.1112,1515.000,7.820 
0.1115,1512.000,7.820 
0.1117,1516.000,7.820 
0.1120,1519.000,7.820 
0.1123,1512.000,7.820 
0.1125,1507.000,7.820 
0.1128,1505.000,7.820 
0.1130,1499.000,7.820 
0.1133,1496.000,7.820 
0.1135,1495.000,7.820 
0.1138,1509.000,7.820 
0.1140,1504.000,6.843 
0.1142,1490.000,7.820 
0.1145,1490.000,9.775 
0.1147,1502.000,9.775 
0.1150,1471.000,9.775 
0.1152,1487.000,10.753 
0.1155,1499.000,11.730 
0.1157,1481.000,11.730 
0.1160,1478.000,11.730 
0.1163,1476.000,8.798 
0.1165,1485.000,8.798 
0.1168,1483.000,8.798 
0.1170,1484.000,8.798 
0.1173,1485.000,7.820 
0.1175,1470.000,7.820 
0.1177,1465.000,8.798 
0.1180,1472.000,7.820 
0.1182,1460.000,6.843 
0.1185,1434.000,7.820 
0.1187,1432.000,7.820 
0.1190,1442.000,7.820 
0.1192,1432.000,7.820 
0.1195,1434.000,7.820 
0.1198,1441.000,7.820 
0.1200,1444.000,7.820 
0.1203,1417.000,7.820 
0.1205,1415.000,7.820 
0.1208,1420.000,7.820 
0.1210,1423.000,9.775 
0.1213,1419.000,10.753 
0.1215,1402.000,9.775 
0.1217,1394.000,10.753 
0.1220,1397.000,10.753 
0.1222,1390.000,10.753 
0.1225,1387.000,10.753 
0.1227,1392.000,11.730 
0.1230,1362.000,11.730 
0.1233,1349.000,11.730 
0.1235,1353.000,11.730 
0.1238,1344.000,12.708 
0.1240,1345.000,8.798 
0.1243,1333.000,8.798 
0.1245,1330.000,7.820 
0.1248,1321.000,7.820 
0.1250,1306.000,7.820 
0.1252,1299.000,7.820 
0.1255,1301.000,7.820 
0.1258,1283.000,7.820 
0.1260,1293.000,7.820 
0.1262,1278.000,6.843 
0.1265,1275.000,7.820 
0.1268,1277.000,7.820 
0.1270,1267.000,9.775 
0.1273,1261.000,9.775 
0.1275,1260.000,11.730 
0.1277,1251.000,10.753 
0.1280,1247.000,11.730 
0.1283,1244.000,11.730 
0.1285,1230.000,11.730 
0.1287,1232.000,7.820 
0.1290,1216.000,9.775 
0.1293,1221.000,9.775 
0.1295,1206.000,9.775 
0.1297,1198.000,8.798 
0.1300,1185.000,7.820 
0.1303,1187.000,8.798 
0.1305,1188.000,7.820 
0.1308,1197.000,7.820 
0.1310,1197.000,7.820 
0.1312,1194.000,7.820 
0.1315,1187.000,8.798 
0.1318,1186.000,7.820 
0.1320,1187.000,7.820 
0.1322,1185.000,10.753 
0.1325,1198.000,10.753 
0.1328,1192.000,11.730 
0.1330,1212.000,10.753 
0.1332,1206.000,11.730 
0.1335,1215.000,8.798 
0.1338,1241.000,8.798 
0.1340,1228.000,8.798 
0.1343,1251.000,7.820 
0.1345,1256.000,7.820 
0.1347,1255.000,7.820 
0.1350,1253.000,7.820 
0.1353,1265.000,8.798 
0.1355,1280.000,7.820 
0.1357,1281.000,7.820 
0.1360,1291.000,7.820 
0.1363,1293.000,7.820 
0.1365,1306.000,6.843 
0.1367,1302.000,6.843 
0.1370,1315.000,7.820 
0.1373,1314.000,7.820 
0.1375,1316.000,8.798 
0.1377,1322.000,7.820 
0.1380,1337.000,7.820 
0.1382,1327.000,7.820 
0.1385,1340.000,7.820 
0.1388,1347.000,10.753 
0.1390,1357.000,9.775 
0.1392,1357.000,11.730 
0.1395,1365.000,9.775 
0.1398,1347.000,10.753 
0.1400,1353.000,10.753 
0.1402,1353.000,8.798 
0.1405,1364.000,8.798 
0.1408,1359.000,7.820 
0.1410,1357.000,7.820 
0.1412,1339.000,8.798 
0.1415,1358.000,7.820 
0.1417,1351.000,7.820 
0.1420,1353.000,7.820 
0.1423,1335.000,7.820 
0.1425,1335.000,7.820 
0.1427,1332.000,6.843 
0.1430,1339.000,6.843 
0.1433,1310.000,7.820 
0.1435,1325.000,7.820 
0.1437,1311.000,7.820 
0.1440,1317.000,7.820 
0.1443,1316.000,6.843 
0.1445,1285.000,7.820 
0.1447,1294.000,7.820 
0.1450,1278.000,6.843 
0.1452,1278.000,7.820 
0.1455,1267.000,7.820 
0.1458,1265.000,7.820 
0.1460,1244.000,7.820 
0.1462,1245.000,7.820 
0.1465,1236.000,10.753 
0.1468,1238.000,11.730 
0.1470,1213.000,10.753 
0.1472,1205.000,10.753 
0.1475,1201.000,10.753 
0.1478,1189.000,11.730 
0.1480,1169.000,10.753 
0.1482,1171.000,10.753 
0.1485,1158.000,10.753 
0.1488,1137.000,11.730 
0.1490,1138.000,10.753 
0.1493,1145.000,12.708 
0.1495,1115.000,9.775 
0.1497,1115.000,8.798 
0.1500,1124.000,8.798 
0.1503,1128.000,7.820 
0.1505,1131.000,7.820 
0.1507,1117.000,7.820 
0.1510,1117.000,7.820 
0.1513,1125.000,7.820 
0.1515,1131.000,7.820 
0.1517,1127.000,7.820 
0.1520,1133.000,7.820 
0.1523,1135.000,6.843 
0.1525,1146.000,7.820 
0.1528,1150.000,8.798 
0.1530,1162.000,10.753 
0.1532,1167.000,11.730 
0.1535,1181.000,10.753 
0.1538,1178.000,10.753 
0.1540,1184.000,8.798 
0.1542,1201.000,8.798 
0.1545,1216.000,7.820 
0.1548,1225.000,8.798 
0.1550,1236.000,8.798 
0.1552,1251.000,7.820 
0.1555,1264.000,8.798 
0.1558,1270.000,7.820 
0.1560,1289.000,7.820 
0.1562,1296.000,7.820 
0.1565,1310.000,6.843 
0.1567,1314.000,7.820 
0.1570,1335.000,7.820 
0.1573,1334.000,7.820 
0.1575,1351.000,10.753 
0.1577,1356.000,10.753 
0.1580,1370.000,10.753 
0.1583,1372.000,10.753 
0.1585,1375.000,9.775 
0.1587,1391.000,11.730 
0.1590,1385.000,10.753 
0.1593,1389.000,10.753 
0.1595,1378.000,10.753 
0.1597,1402.000,10.753 
0.1600,1391.000,11.730 
0.1602,1389.000,11.730 
0.1605,1396.000,11.730 
0.1608,1388.000,10.753 
0.1610,1392.000,11.730 
0.1612,1386.000,11.730 
0.1615,1377.000,11.730 
0.1618,1377.000,11.730 
0.1620,1382.000,12.708 
0.1622,1376.000,11.730 
0.1625,1369.000,11.730 
0.1628,1356.000,8.798 
0.1630,1354.000,10.753 
0.1632,1354.000,10.753 
0.1635,1345.000,11.730 
0.1637,1354.000,10.753 
0.1640,1332.000,11.730 
0.1643,1328.000,10.753 
0.1645,1324.000,11.730 
0.1647,1318.000,10.753 
0.1650,1325.000,11.730 
0.1653,1307.000,10.753 
0.1655,1306.000,10.753 
0.1657,1301.000,11.730 
0.1660,1299.000,10.753 
0.1663,1292.000,8.798 
0.1665,1279.000,8.798 
0.1667,1286.000,8.798 
0.1670,1268.000,8.798 
0.1673,1260.000,8.798 
0.1675,1265.000,9.775 
0.1678,1252.000,8.798 
0.1680,1246.000,8.798 
0.1682,1245.000,8.798 
0.1685,1242.000,8.798 
0.1688,1228.000,8.798 
0.1690,1210.000,8.798 
0.1692,1222.000,8.798 
0.1695,1209.000,10.753 
0.1698,1196.000,10.753 
0.1700,1199.000,11.730 
0.1702,1188.000,10.753 
0.1705,1181.000,11.730 
0.1708,1179.000,10.753 
0.1710,1177.000,10.753 
0.1713,1175.000,11.730 
0.1715,1161.000,11.730 
0.1717,1163.000,11.730 
0.1720,1156.000,8.798 
0.1723,1173.000,8.798 
0.1725,1159.000,8.798 
0.1727,1159.000,8.798 
0.1730,1179.000,8.798 
0.1733,1168.000,8.798 
0.1735,1177.000,8.798 
0.1737,1177.000,8.798 
0.1740,1198.000,8.798 
0.1743,1195.000,7.820 
0.1745,1205.000,8.798 
0.1748,1215.000,9.775 
0.1750,1219.000,8.798 
0.1752,1225.000,7.820 
0.1755,1223.000,7.820 
0.1758,1229.000,8.798 
0.1760,1230.000,7.820 
0.1762,1230.000,8.798 
0.1765,1244.000,8.798 
0.1768,1244.000,8.798 
0.1770,1234.000,7.820 
0.1772,1231.000,8.798 
0.1775,1238.000,7.820 
0.1778,1241.000,8.798 
0.1780,1233.000,8.798 
0.1782,1239.000,7.820 
0.1785,1235.000,7.820 
0.1787,1245.000,7.820 
0.1790,1246.000,8.798 
0.1793,1254.000,7.820 
0.1795,1249.000,8.798 
0.1797,1249.000,7.820 
0.1800,1252.000,7.820 
0.1803,1251.000,7.820 
0.1805,1250.000,7.820 
0.1807,1242.000,7.820 
0.1810,1250.000,7.820 
0.1813,1237.000,8.798 
0.1815,1258.000,7.820 
0.1817,1244.000,7.820 
0.1820,1235.000,8.798 
0.1822,1216.000,7.820 
0.1825,1213.000,7.820 
0.1828,1217.000,7.820 
0.1830,1218.000,7.820 
0.1832,1209.000,7.820 
0.1835,1213.000,7.820 
0.1838,1199.000,7.820 
0.1840,1194.000,6.843 
0.1842,1196.000,6.843 
0.1845,1189.000,7.820 
0.1848,1195.000,6.843 
0.1850,1181.000,6.843 
0.1852,1177.000,7.820 
0.1855,1184.000,7.820 
0.1857,1175.000,7.820 
0.1860,1155.000,7.820 
0.1863,1176.000,7.820 
0.1865,1166.000,7.820 
0.1867,1158.000,7.820 
0.1870,1154.000,7.820 
0.1873,1147.000,7.820 
0.1875,1148.000,7.820 
0.1877,1143.000,7.820 
0.1880,1136.000,7.820 
0.1883,1129.000,7.820 
0.1885,1128.000,7.820 
0.1887,1120.000,7.820 
0.1890,1119.000,6.843 
0.1893,1113.000,7.820 
0.1895,1117.000,7.820 
0.1898,1114.000,6.843 
0.1900,1106.000,6.843 
0.1902,1113.000,7.820 
0.1905,1096.000,7.820 
0.1908,1110.000,7.820 
0.1910,1092.000,7.820 
0.1912,1090.000,7.820 
0.1915,1092.000,7.820 
0.1918,1093.000,7.820 
0.1920,1077.000,7.820 
0.1922,1080.000,7.820 
0.1925,1074.000,7.820 
0.1928,1069.000,8.798 
0.1930,1640.000,7.820 
0.1933,5980.000,6.843 
0.1935,3085.000,7.820 
0.1937,9158.000,7.820 
0.1940,9470.000,7.820 
0.1943,7310.000,7.820 
0.1945,8246.000,7.820 
0.1947,4885.000,7.820 
0.1950,5818.000,7.820 
0.1953,-1896.000,7.820 
0.1955,-2482.000,7.820 
0.1957,-2820.000,7.820 
0.1960,1829.000,7.820 
0.1963,-2715.000,7.820 
0.1965,15.000,7.820 
0.1968,1627.000,8.798 
0.1970,-515.000,7.820 
0.1972,2348.000,7.820 
0.1975,1660.000,7.820 
0.1978,1820.000,7.820 
0.1980,2161.000,7.820 
0.1982,2049.000,7.820 
0.1985,1906.000,7.820 
0.1988,1003.000,6.843 
0.1990,882.000,7.820 
0.1992,748.000,8.798 
0.1995,526.000,7.820 
0.1998,518.000,7.820 
0.2000,461.000,7.820 
0.2002,753.000,7.820 
0.2005,1028.000,6.843 
0.2007,1232.000,7.820 
0.2010,1184.000,6.843 
0.2013,1311.000,7.820 
0.2015,1150.000,7.820 
0.2017,1187.000,8.798 
0.2020,941.000,7.820 
0.2023,1014.000,8.798 
0.2025,892.000,7.820 
0.2027,919.000,7.820 
0.2030,916.000,7.820 
0.2033,949.000,7.820 
0.2035,1033.000,7.820 
0.2037,1178.000,6.843 
0.2040,1171.000,7.820 
0.2042,1065.000,9.775 
0.2045,1109.000,10.753 
0.2048,1059.000,10.753 
0.2050,1077.000,11.730 
0.2052,1112.000,10.753 
0.2055,1026.000,11.730 
0.2058,1037.000,8.798 
0.2060,990.000,8.798 
0.2062,985.000,8.798 
0.2065,1006.000,8.798 
0.2068,1040.000,7.820 
0.2070,1068.000,8.798 
0.2072,1033.000,9.775 
0.2075,1007.000,8.798 
0.2077,1025.000,10.753 
0.2080,1035.000,11.730 
0.2083,1012.000,11.730 
0.2085,1053.000,8.798 
0.2087,1023.000,7.820 
0.2090,1007.000,7.820 
0.2093,1009.000,8.798 
0.2095,984.000,8.798 
0.2097,1008.000,7.820 
0.2100,1020.000,7.820 
0.2103,1037.000,7.820 
0.2105,1062.000,7.820 
0.2107,1061.000,7.820 
0.2110,1078.000,7.820 
0.2113,1072.000,7.820 
0.2115,1066.000,7.820 
0.2118,1070.000,7.820 
0.2120,1054.000,7.820 
0.2122,1041.000,7.820 
0.2125,1069.000,6.843 
0.2128,1062.000,7.820 
0.2130,1074.000,7.820 
0.2132,1060.000,7.820 
0.2135,1066.000,7.820 
0.2138,1066.000,8.798 
0.2140,1064.000,7.820 
0.2142,1054.000,7.820 
0.2145,1058.000,7.820 
0.2148,1063.000,7.820 
0.2150,1040.000,6.843 
0.2153,1033.000,6.843 
0.2155,1034.000,7.820 
0.2157,1025.000,7.820 
0.2160,1030.000,8.798 
0.2163,1026.000,7.820 
0.2165,1016.000,7.820 
0.2167,1031.000,7.820 
0.2170,1016.000,7.820 
0.2173,1038.000,6.843 
0.2175,1045.000,7.820 
0.2177,1032.000,7.820 
0.2180,1026.000,7.820 
0.2183,1031.000,7.820 
0.2185,1036.000,7.820 
0.2188,1041.000,8.798 
0.2190,1016.000,7.820 
0.2192,1038.000,7.820 
0.2195,1014.000,7.820 
0.2198,1025.000,7.820 
0.2200,1033.000,7.820 
0.2202,1031.000,7.820 
0.2205,1036.000,7.820 
0.2208,1036.000,7.820 
0.2210,1031.000,8.798 
0.2212,1036.000,7.820 
0.2215,1052.000,7.820 
0.2218,1029.000,8.798 
0.2220,1060.000,8.798 
0.2222,1025.000,10.753 
0.2225,1024.000,11.730 
0.2227,1019.000,10.753 
0.2230,1037.000,11.730 
0.2233,1044.000,10.753 
0.2235,1052.000,10.753 
0.2237,1035.000,11.730 
0.2240,1036.000,10.753 
0.2243,1039.000,7.820 
0.2245,1037.000,7.820 
0.2247,1052.000,7.820 
0.2250,1050.000,7.820 
0.2253,1021.000,6.843 
0.2255,1038.000,7.820 
0.2257,1040.000,7.820 
0.2260,1048.000,7.820 
0.2262,1037.000,7.820 
0.2265,1038.000,8.798 
0.2268,1050.000,7.820 
0.2270,1044.000,7.820 
0.2272,1037.000,7.820 
0.2275,1030.000,8.798 
0.2278,1038.000,9.775 
0.2280,1041.000,8.798 
0.2282,1016.000,8.798 
0.2285,1030.000,12.708 
0.2288,1032.000,11.730 
0.2290,1050.000,11.730 
0.2292,1015.000,11.730 
0.2295,1045.000,10.753 
0.2298,997.000,9.775 
0.2300,1009.000,10.753 
0.2303,1028.000,10.753 
0.2305,1030.000,10.753 
0.2307,1041.000,11.730 
0.2310,1050.000,11.730 
0.2313,1056.000,11.730 
0.2315,1047.000,11.730 
0.2317,1028.000,10.753 
0.2320,1045.000,10.753 
0.2323,1037.000,10.753 
0.2325,1019.000,10.753 
0.2327,1030.000,6.843 
0.2330,1044.000,7.820 
0.2333,1058.000,7.820 
0.2335,1043.000,7.820 
0.2338,1041.000,7.820 
0.2340,1059.000,6.843 
0.2342,1038.000,6.843 
0.2345,1043.000,7.820 
