Time[s],Acceleration [mg],Force [N]  
0.0448,1288.000,0.000 
0.0450,1357.000,0.000 
0.0452,1498.000,0.000 
0.0455,1699.000,0.000 
0.0457,1909.000,0.000 
0.0460,2114.000,0.000 
0.0463,2191.000,0.000 
0.0465,2203.000,0.000 
0.0468,2236.000,0.000 
0.0470,2419.000,0.000 
0.0472,2673.000,0.000 
0.0475,2896.000,0.000 
0.0477,3095.000,0.000 
0.0480,3256.000,0.000 
0.0483,3403.000,0.000 
0.0485,3525.000,0.000 
0.0487,3648.000,0.000 
0.0490,3500.000,0.000 
0.0492,4225.000,0.000 
0.0495,3683.000,0.000 
0.0498,4493.000,0.000 
0.0500,4375.000,0.000 
0.0503,4735.000,0.000 
0.0505,4852.000,0.000 
0.0507,4921.000,0.000 
0.0510,5123.000,0.000 
0.0512,5206.000,0.000 
0.0515,5276.000,0.000 
0.0518,5588.000,0.000 
0.0520,5520.000,0.000 
0.0523,5799.000,0.000 
0.0525,5826.000,0.000 
0.0527,5989.000,0.000 
0.0530,6073.000,0.000 
0.0532,6068.000,0.000 
0.0535,6022.000,0.000 
0.0538,5709.000,0.000 
0.0540,5522.000,0.000 
0.0542,5271.000,0.000 
0.0545,4906.000,0.000 
0.0547,4398.000,0.000 
0.0550,3994.000,0.000 
0.0553,3538.000,0.000 
0.0555,3289.000,0.000 
0.0558,3063.000,0.000 
0.0560,2810.000,0.000 
0.0562,2650.000,0.000 
0.0565,2475.000,0.000 
0.0567,2422.000,0.000 
0.0570,2323.000,0.000 
0.0573,2184.000,0.000 
0.0575,2152.000,0.000 
0.0578,2049.000,0.000 
0.0580,1910.000,0.000 
0.0582,1919.000,0.000 
0.0585,1857.000,0.000 
0.0587,1838.000,0.000 
0.0590,1870.000,0.000 
0.0593,1874.000,0.000 
0.0595,1896.000,0.000 
0.0597,2011.000,0.000 
0.0600,2069.000,0.000 
0.0602,2200.000,0.000 
0.0605,2281.000,0.000 
0.0608,2401.000,0.000 
0.0610,2579.000,0.000 
0.0613,2708.000,0.000 
0.0615,2801.000,0.000 
0.0617,2901.000,0.000 
0.0620,3012.000,0.000 
0.0622,3125.000,0.000 
0.0625,3247.000,0.000 
0.0627,3292.000,0.000 
0.0630,3345.000,0.000 
0.0632,3367.000,0.000 
0.0635,3383.000,0.000 
0.0637,3424.000,0.000 
0.0640,3459.000,0.000 
0.0642,3481.000,0.000 
0.0645,3490.000,0.000 
0.0648,3449.000,0.000 
0.0650,3429.000,0.000 
0.0653,3388.000,0.000 
0.0655,3355.000,0.000 
0.0658,3327.000,0.000 
0.0660,3292.000,0.000 
0.0662,3240.000,0.000 
0.0665,3214.000,0.000 
0.0667,3163.000,0.000 
0.0670,3133.000,0.000 
0.0672,3084.000,0.000 
0.0675,3046.000,0.000 
0.0677,3016.000,0.000 
0.0680,2982.000,0.000 
0.0683,2949.000,0.000 
0.0685,2929.000,0.000 
0.0688,2930.000,0.000 
0.0690,2935.000,0.000 
0.0693,2945.000,0.000 
0.0695,2947.000,0.000 
0.0698,2948.000,0.000 
0.0700,2935.000,0.000 
0.0702,2941.000,0.000 
0.0705,2941.000,0.000 
0.0707,2951.000,0.000 
0.0710,2931.000,0.000 
0.0712,2943.000,0.000 
0.0715,2936.000,0.000 
0.0718,2931.000,0.000 
0.0720,2912.000,0.000 
0.0723,2899.000,0.000 
0.0725,2872.000,0.000 
0.0728,2830.000,0.000 
0.0730,2805.000,0.000 
0.0733,2781.000,0.000 
0.0735,2751.000,0.000 
0.0737,2705.000,0.000 
0.0740,2661.000,0.000 
0.0742,2634.000,0.000 
0.0745,2585.000,0.000 
0.0747,2540.000,0.000 
0.0750,2477.000,0.000 
0.0752,2425.000,0.000 
0.0755,2362.000,0.000 
0.0758,2333.000,0.000 
0.0760,2291.000,0.000 
0.0763,2250.000,0.000 
0.0765,2204.000,0.000 
0.0768,2154.000,0.000 
0.0770,2098.000,0.000 
0.0772,2053.000,0.000 
0.0775,2015.000,0.000 
0.0777,1975.000,0.000 
0.0780,1931.000,0.000 
0.0782,1895.000,0.000 
0.0785,1860.000,0.000 
0.0787,1829.000,0.000 
0.0790,1819.000,0.000 
0.0793,1767.000,0.000 
0.0795,1743.000,0.000 
0.0798,1715.000,0.000 
0.0800,1690.000,0.000 
0.0803,1667.000,0.000 
0.0805,1652.000,0.000 
0.0808,1645.000,0.000 
0.0810,1616.000,0.000 
0.0812,1611.000,0.000 
0.0815,1583.000,0.000 
0.0817,1569.000,0.000 
0.0820,1553.000,0.000 
0.0822,1534.000,0.000 
0.0825,1520.000,0.000 
0.0828,1501.000,0.000 
0.0830,1491.000,0.000 
0.0833,1462.000,0.000 
0.0835,1456.000,0.000 
0.0838,1424.000,0.000 
0.0840,1420.000,0.000 
0.0843,1390.000,0.000 
0.0845,1399.000,0.000 
0.0847,1258.000,0.000 
0.0850,1432.000,0.000 
0.0852,1319.000,0.000 
0.0855,1358.000,0.000 
0.0857,1317.000,0.000 
0.0860,1288.000,0.000 
0.0862,1300.000,0.000 
0.0865,1221.000,0.000 
0.0868,1338.000,0.000 
0.0870,1283.000,0.000 
0.0873,1321.000,0.000 
0.0875,1324.000,0.000 
0.0878,1274.000,0.000 
0.0880,1287.000,0.000 
0.0882,1286.000,0.000 
0.0885,1243.000,0.000 
0.0887,1311.000,0.000 
0.0890,1266.000,0.000 
0.0892,1311.000,0.000 
0.0895,1300.000,0.000 
0.0897,1284.000,0.000 
0.0900,1326.000,0.000 
0.0903,1323.000,0.000 
0.0905,1337.000,0.000 
0.0908,1350.000,0.000 
0.0910,1357.000,0.000 
0.0913,1353.000,0.000 
0.0915,1367.000,0.000 
0.0918,1359.000,0.000 
0.0920,1377.000,0.000 
0.0922,1396.000,0.000 
0.0925,1406.000,0.000 
0.0927,1418.000,0.000 
0.0930,1428.000,0.000 
0.0932,1416.000,0.000 
0.0935,1423.000,0.000 
0.0938,1382.000,0.000 
0.0940,1439.000,0.000 
0.0943,1423.000,0.000 
0.0945,1334.000,0.000 
0.0948,1507.000,0.000 
0.0950,1599.000,0.000 
0.0953,1505.000,0.000 
0.0955,1300.000,0.000 
0.0957,1195.000,0.000 
0.0960,1304.000,0.000 
0.0962,1523.000,0.000 
0.0965,1606.000,0.000 
0.0967,1611.000,0.000 
0.0970,1474.000,0.000 
0.0972,1377.000,0.000 
0.0975,1402.000,0.000 
0.0978,1382.000,0.000 
0.0980,1373.000,0.000 
0.0983,1407.000,0.000 
0.0985,1408.000,0.000 
0.0988,1458.000,0.000 
0.0990,1461.000,0.000 
0.0993,1441.000,0.000 
0.0995,1443.000,0.000 
0.0997,1475.000,0.000 
0.1000,1449.000,0.000 
0.1002,1432.000,0.000 
0.1005,1416.000,0.000 
0.1007,1374.000,0.000 
0.1010,1382.000,0.000 
0.1013,1376.000,0.000 
0.1015,1391.000,0.000 
0.1018,1409.000,0.000 
0.1020,1399.000,0.000 
0.1023,1391.000,0.000 
0.1025,1389.000,0.000 
0.1028,1362.000,0.000 
0.1030,1363.000,0.000 
0.1032,1340.000,0.000 
0.1035,1355.000,0.000 
0.1037,1351.000,0.000 
0.1040,1365.000,0.000 
0.1042,1360.000,0.000 
0.1045,1356.000,0.000 
0.1047,1337.000,0.000 
0.1050,1329.000,0.000 
0.1053,1315.000,0.000 
0.1055,1309.000,0.000 
0.1058,1305.000,0.000 
0.1060,1288.000,0.000 
0.1063,1289.000,0.000 
0.1065,1284.000,0.000 
0.1067,1272.000,0.000 
0.1070,1267.000,0.000 
0.1072,1238.000,0.000 
0.1075,1231.000,0.000 
0.1077,1222.000,0.000 
0.1080,1230.000,0.000 
0.1082,1229.000,0.000 
0.1085,1228.000,0.000 
0.1088,1231.000,0.000 
0.1090,1236.000,0.000 
0.1093,1227.000,0.000 
0.1095,1225.000,0.000 
0.1098,1234.000,0.000 
0.1100,1225.000,0.000 
0.1103,1227.000,0.000 
0.1105,1229.000,0.000 
0.1107,1225.000,0.000 
0.1110,1218.000,0.000 
0.1112,1232.000,0.000 
0.1115,1211.000,0.000 
0.1117,1213.000,0.000 
0.1120,1215.000,0.000 
0.1123,1204.000,0.000 
0.1125,1219.000,0.000 
0.1128,1217.000,0.000 
0.1130,1205.000,0.000 
0.1133,1221.000,0.000 
0.1135,1206.000,0.000 
0.1138,1221.000,0.000 
0.1140,1218.000,0.000 
0.1142,1221.000,0.000 
0.1145,1232.000,0.000 
0.1147,1243.000,0.000 
0.1150,1245.000,0.000 
0.1152,1260.000,0.000 
0.1155,1276.000,0.000 
0.1157,1277.000,0.000 
0.1160,1284.000,0.000 
0.1163,1280.000,0.000 
0.1165,1289.000,0.000 
0.1168,1302.000,0.000 
0.1170,1304.000,0.000 
0.1173,1302.000,0.000 
0.1175,1318.000,0.000 
0.1177,1321.000,0.000 
0.1180,1325.000,0.000 
0.1182,1324.000,0.000 
0.1185,1317.000,0.000 
0.1187,1324.000,0.000 
0.1190,1323.000,0.000 
0.1192,1338.000,0.000 
0.1195,1336.000,0.000 
0.1198,1335.000,0.000 
0.1200,1336.000,0.000 
0.1203,1341.000,0.000 
0.1205,1336.000,0.000 
0.1208,1328.000,0.000 
0.1210,1331.000,0.000 
0.1213,1322.000,0.000 
0.1215,1332.000,0.000 
0.1217,1324.000,0.000 
0.1220,1329.000,0.000 
0.1222,1326.000,0.000 
0.1225,1326.000,0.000 
0.1227,1318.000,0.000 
0.1230,1326.000,0.000 
0.1233,1315.000,0.000 
0.1235,1326.000,0.000 
0.1238,1326.000,0.000 
0.1240,1337.000,0.000 
0.1243,1322.000,0.000 
0.1245,1329.000,0.000 
0.1248,1330.000,0.000 
0.1250,1332.000,0.000 
0.1252,1344.000,0.000 
0.1255,1337.000,0.000 
0.1258,1341.000,0.000 
0.1260,1350.000,0.000 
0.1262,1356.000,0.000 
0.1265,1368.000,0.000 
0.1268,1362.000,0.000 
0.1270,1359.000,0.000 
0.1273,1359.000,0.000 
0.1275,1352.000,0.000 
0.1277,1359.000,0.000 
0.1280,1352.000,0.000 
0.1283,1354.000,0.000 
0.1285,1358.000,0.000 
0.1287,1343.000,0.000 
0.1290,1340.000,0.000 
0.1293,1348.000,0.000 
0.1295,1350.000,0.000 
0.1297,1338.000,0.000 
0.1300,1350.000,0.000 
0.1303,1344.000,0.000 
0.1305,1346.000,0.000 
0.1308,1336.000,0.000 
0.1310,1339.000,0.000 
0.1312,1349.000,0.000 
0.1315,1340.000,0.000 
0.1318,1359.000,0.000 
0.1320,1356.000,0.000 
0.1322,1373.000,0.000 
0.1325,1375.000,0.000 
0.1328,1382.000,0.000 
0.1330,1400.000,0.000 
0.1332,1393.000,0.000 
0.1335,1398.000,0.000 
0.1338,1399.000,0.000 
0.1340,1408.000,0.000 
0.1343,1412.000,0.000 
0.1345,1427.000,0.000 
0.1347,1424.000,0.000 
0.1350,1436.000,0.000 
0.1353,1444.000,0.000 
0.1355,1447.000,0.000 
0.1357,1460.000,0.000 
0.1360,1462.000,0.000 
0.1363,1464.000,0.000 
0.1365,1467.000,0.000 
0.1367,1481.000,0.000 
0.1370,1484.000,0.000 
0.1373,1478.000,0.000 
0.1375,1475.000,0.000 
0.1377,1484.000,0.000 
0.1380,1481.000,0.000 
0.1382,1478.000,0.000 
0.1385,1473.000,0.000 
0.1388,1458.000,0.000 
0.1390,1457.000,0.000 
0.1392,1453.000,0.000 
0.1395,1457.000,0.000 
0.1398,1447.000,0.000 
0.1400,1441.000,0.000 
0.1402,1442.000,0.000 
0.1405,1431.000,0.000 
0.1408,1415.000,0.000 
0.1410,1411.000,0.000 
0.1412,1412.000,0.000 
0.1415,1397.000,0.000 
0.1417,1394.000,0.000 
0.1420,1387.000,0.000 
0.1423,1393.000,0.000 
0.1425,1386.000,0.000 
0.1427,1383.000,0.000 
0.1430,1365.000,0.000 
0.1433,1356.000,0.000 
0.1435,1362.000,0.000 
0.1437,1350.000,0.000 
0.1440,1346.000,0.000 
0.1443,1344.000,0.000 
0.1445,1342.000,0.000 
0.1447,1332.000,0.000 
0.1450,1324.000,0.000 
0.1452,1323.000,0.000 
0.1455,1319.000,0.000 
0.1458,1301.000,0.000 
0.1460,1299.000,0.000 
0.1462,1281.000,0.000 
0.1465,1285.000,0.000 
0.1468,1276.000,0.000 
0.1470,1266.000,0.000 
0.1472,1253.000,0.000 
0.1475,1245.000,0.000 
0.1478,1234.000,0.000 
0.1480,1231.000,0.000 
0.1482,1228.000,0.000 
0.1485,1228.000,0.000 
0.1488,1220.000,0.000 
0.1490,1216.000,0.000 
0.1493,1220.000,0.000 
0.1495,1211.000,0.000 
0.1497,1212.000,0.000 
0.1500,1210.000,0.000 
0.1503,1199.000,0.000 
0.1505,1207.000,0.000 
0.1507,1192.000,0.000 
0.1510,1182.000,0.000 
0.1513,1193.000,0.000 
0.1515,1189.000,0.000 
0.1517,1193.000,0.000 
0.1520,1206.000,0.000 
0.1523,1205.000,0.000 
0.1525,1210.000,0.000 
0.1528,1214.000,0.000 
0.1530,1224.000,0.000 
0.1532,1241.000,0.000 
0.1535,1239.000,0.000 
0.1538,1242.000,0.000 
0.1540,1249.000,0.000 
0.1542,1247.000,0.000 
0.1545,1245.000,0.000 
0.1548,1243.000,0.000 
0.1550,1248.000,0.000 
0.1552,1247.000,0.000 
0.1555,1248.000,0.000 
0.1558,1238.000,0.000 
0.1560,1233.000,0.000 
0.1562,1239.000,0.000 
0.1565,1231.000,0.000 
0.1567,1231.000,0.000 
0.1570,1231.000,0.000 
0.1573,1221.000,0.000 
0.1575,1232.000,0.000 
0.1577,1235.000,0.000 
0.1580,1226.000,0.000 
0.1583,1231.000,0.000 
0.1585,1216.000,0.000 
0.1587,1216.000,0.000 
0.1590,1225.000,0.000 
0.1593,1218.000,0.000 
0.1595,1224.000,0.000 
0.1597,1216.000,0.000 
0.1600,1217.000,0.000 
0.1602,1214.000,0.000 
0.1605,1214.000,0.000 
0.1608,1208.000,0.000 
0.1610,1207.000,0.000 
0.1612,1199.000,0.000 
0.1615,1203.000,0.000 
0.1618,1196.000,0.000 
0.1620,1193.000,0.000 
0.1622,1184.000,0.000 
0.1625,1178.000,0.000 
0.1628,1175.000,0.000 
0.1630,1181.000,0.000 
0.1632,1164.000,0.000 
0.1635,1168.000,0.000 
0.1637,1168.000,0.000 
0.1640,1163.000,0.000 
0.1643,1149.000,0.000 
0.1645,1157.000,0.000 
0.1647,1145.000,0.000 
0.1650,1147.000,0.000 
0.1653,1141.000,0.000 
0.1655,1155.000,0.000 
0.1657,1138.000,0.000 
0.1660,1142.000,0.000 
0.1663,1145.000,0.000 
0.1665,1128.000,0.000 
0.1667,1126.000,0.000 
0.1670,1129.000,0.000 
0.1673,1123.000,0.000 
0.1675,1125.000,0.000 
0.1678,1118.000,0.000 
0.1680,1115.000,0.000 
0.1682,1112.000,0.000 
0.1685,1105.000,0.000 
0.1688,1103.000,0.000 
0.1690,1108.000,0.000 
0.1692,1111.000,0.000 
0.1695,1100.000,0.000 
0.1698,1109.000,0.000 
0.1700,1105.000,0.000 
0.1702,1106.000,0.000 
0.1705,1105.000,0.000 
0.1708,1104.000,0.000 
0.1710,1095.000,0.000 
0.1713,1102.000,0.000 
0.1715,1111.000,0.000 
0.1717,1097.000,0.000 
0.1720,1115.000,0.000 
0.1723,1116.000,0.000 
0.1725,1117.000,0.000 
0.1727,1132.000,0.000 
0.1730,1136.000,0.000 
0.1733,1125.000,0.000 
0.1735,1135.000,0.000 
0.1737,1134.000,0.000 
0.1740,1152.000,0.000 
0.1743,1153.000,0.000 
0.1745,1145.000,0.000 
0.1748,1150.000,0.000 
0.1750,1144.000,0.000 
0.1752,1156.000,0.000 
0.1755,1164.000,0.000 
0.1758,1148.000,0.000 
0.1760,1144.000,0.000 
0.1762,1144.000,0.000 
0.1765,1151.000,0.000 
0.1768,1151.000,0.000 
0.1770,1146.000,0.000 
0.1772,1146.000,0.000 
0.1775,1144.000,0.000 
0.1778,1137.000,0.000 
0.1780,1147.000,0.000 
0.1782,1141.000,0.000 
0.1785,1140.000,0.000 
0.1787,1128.000,0.000 
0.1790,1137.000,0.000 
0.1793,1127.000,0.000 
0.1795,1143.000,0.000 
0.1797,1125.000,0.000 
0.1800,1132.000,0.000 
0.1803,1129.000,0.000 
0.1805,1127.000,0.000 
0.1807,1119.000,0.000 
0.1810,1125.000,0.000 
0.1813,1114.000,0.000 
0.1815,1101.000,0.000 
0.1817,1097.000,0.000 
0.1820,1101.000,0.000 
0.1822,1091.000,0.000 
0.1825,1094.000,0.000 
0.1828,1082.000,0.000 
0.1830,1075.000,0.000 
0.1832,1076.000,0.000 
0.1835,1070.000,0.000 
0.1838,1062.000,0.000 
0.1840,1056.000,0.000 
0.1842,1045.000,0.000 
0.1845,1042.000,0.000 
0.1848,1032.000,0.000 
0.1850,1042.000,0.000 
0.1852,1034.000,0.000 
0.1855,1029.000,0.000 
0.1857,1015.000,0.000 
0.1860,1017.000,0.000 
0.1863,1013.000,0.000 
0.1865,992.000,0.000 
0.1867,992.000,0.000 
0.1870,983.000,0.000 
0.1873,981.000,0.000 
0.1875,981.000,0.000 
0.1877,970.000,0.000 
0.1880,983.000,0.000 
0.1883,965.000,0.000 
0.1885,961.000,0.000 
0.1887,957.000,0.000 
0.1890,964.000,0.000 
0.1893,959.000,0.000 
0.1895,952.000,0.000 
0.1898,950.000,0.000 
0.1900,946.000,0.000 
0.1902,949.000,0.000 
0.1905,949.000,0.000 
0.1908,947.000,0.000 
0.1910,954.000,0.000 
0.1912,947.000,0.000 
0.1915,949.000,0.000 
0.1918,949.000,0.000 
0.1920,946.000,0.000 
0.1922,949.000,0.000 
0.1925,949.000,0.000 
0.1928,955.000,0.000 
0.1930,953.000,0.000 
0.1933,964.000,0.000 
0.1935,965.000,0.000 
0.1937,965.000,0.000 
0.1940,971.000,0.000 
0.1943,964.000,0.000 
0.1945,966.000,0.000 
0.1947,964.000,0.000 
0.1950,973.000,0.000 
0.1953,972.000,0.000 
0.1955,983.000,0.000 
0.1957,980.000,0.000 
0.1960,993.000,0.000 
0.1963,984.000,0.000 
0.1965,989.000,0.000 
0.1968,983.000,0.000 
0.1970,1002.000,0.000 
0.1972,990.000,0.000 
0.1975,1007.000,0.000 
0.1978,993.000,0.000 
0.1980,997.000,0.000 
0.1982,1004.000,0.000 
0.1985,1016.000,0.000 
0.1988,1008.000,0.000 
0.1990,1006.000,0.000 
0.1992,1009.000,0.000 
0.1995,1009.000,0.000 
0.1998,1016.000,0.000 
0.2000,1016.000,0.000 
0.2002,1022.000,0.000 
0.2005,1026.000,0.000 
0.2007,1020.000,0.000 
0.2010,1019.000,0.000 
0.2013,1031.000,0.000 
0.2015,1029.000,0.000 
0.2017,1024.000,0.000 
0.2020,1036.000,0.000 
0.2023,1035.000,0.000 
0.2025,1029.000,0.000 
0.2027,1035.000,0.000 
0.2030,1040.000,0.000 
0.2033,1033.000,0.000 
0.2035,1027.000,0.000 
0.2037,1028.000,0.000 
0.2040,1030.000,0.000 
0.2042,1027.000,0.000 
0.2045,1016.000,0.000 
0.2048,1019.000,0.000 
0.2050,1023.000,0.000 
0.2052,1038.000,0.000 
0.2055,1037.000,0.000 
0.2058,1023.000,0.000 
0.2060,1022.000,0.000 
0.2062,1010.000,0.000 
0.2065,1027.000,0.000 
0.2068,1022.000,0.000 
0.2070,1025.000,0.000 
0.2072,1024.000,0.000 
0.2075,1033.000,0.000 
0.2077,1039.000,0.000 
0.2080,1041.000,0.000 
0.2083,1049.000,0.000 
0.2085,1042.000,0.000 
0.2087,1048.000,0.000 
0.2090,1049.000,0.000 
0.2093,1051.000,0.000 
0.2095,1057.000,0.000 
0.2097,1048.000,0.000 
0.2100,1057.000,0.000 
0.2103,1067.000,0.000 
0.2105,1061.000,0.000 
0.2107,1063.000,0.000 
0.2110,1069.000,0.000 
0.2113,1064.000,0.000 
0.2115,1085.000,0.000 
0.2118,1079.000,0.000 
0.2120,1067.000,0.000 
0.2122,1073.000,0.000 
0.2125,1086.000,0.000 
0.2128,1086.000,0.000 
0.2130,1082.000,0.000 
0.2132,1100.000,0.000 
0.2135,1091.000,0.000 
0.2138,1088.000,0.000 
0.2140,1099.000,0.000 
0.2142,1097.000,0.000 
0.2145,1101.000,0.000 
0.2148,1092.000,0.000 
0.2150,1096.000,0.000 
0.2153,1098.000,0.000 
0.2155,1087.000,0.000 
0.2157,1094.000,0.000 
0.2160,1095.000,0.000 
0.2163,1094.000,0.000 
0.2165,1105.000,0.000 
0.2167,1101.000,0.000 
0.2170,1098.000,0.000 
0.2173,1094.000,0.000 
0.2175,1106.000,0.000 
0.2177,1085.000,0.000 
0.2180,1097.000,0.000 
0.2183,1083.000,0.000 
0.2185,1095.000,0.000 
0.2188,1082.000,0.000 
0.2190,1078.000,0.000 
0.2192,1088.000,0.000 
0.2195,1089.000,0.000 
0.2198,1082.000,0.000 
0.2200,1073.000,0.000 
0.2202,1084.000,0.000 
0.2205,1072.000,0.000 
0.2208,1077.000,0.000 
0.2210,1077.000,0.000 
0.2212,1069.000,0.000 
0.2215,1075.000,0.000 
0.2218,1076.000,0.000 
0.2220,1060.000,0.000 
0.2222,1062.000,0.000 
0.2225,1066.000,0.000 
0.2227,1063.000,0.000 
0.2230,1065.000,0.000 
0.2233,1065.000,0.000 
0.2235,1062.000,0.000 
0.2237,1058.000,0.000 
0.2240,1062.000,0.000 
0.2243,1067.000,0.000 
0.2245,1067.000,0.000 
0.2247,1063.000,0.000 
0.2250,1047.000,0.000 
0.2253,1048.000,0.000 
0.2255,1058.000,0.000 
0.2257,1056.000,0.000 
0.2260,1065.000,0.000 
0.2262,1065.000,0.000 
0.2265,1058.000,0.000 
0.2268,1057.000,0.000 
0.2270,1033.000,0.000 
0.2272,1042.000,0.000 
0.2275,1041.000,0.000 
0.2278,1032.000,0.000 
0.2280,1036.000,0.000 
0.2282,1037.000,0.000 
0.2285,1030.000,0.000 
0.2288,1025.000,0.000 
0.2290,1025.000,0.000 
0.2292,1029.000,0.000 
0.2295,1029.000,0.000 
0.2298,1031.000,0.000 
0.2300,1025.000,0.000 
0.2303,1029.000,0.000 
0.2305,1033.000,0.000 
0.2307,1032.000,0.000 
0.2310,1032.000,0.000 
0.2313,1035.000,0.000 
0.2315,1043.000,0.000 
0.2317,1035.000,0.000 
0.2320,1029.000,0.000 
0.2323,1036.000,0.000 
0.2325,1036.000,0.000 
0.2327,1045.000,0.000 
0.2330,1046.000,0.000 
0.2333,1044.000,0.000 
0.2335,1049.000,0.000 
0.2338,1052.000,0.000 
0.2340,1035.000,0.000 
0.2342,1036.000,0.000 
0.2345,1036.000,0.000 
0.2348,1032.000,0.000 
0.2350,1041.000,0.000 
0.2352,1027.000,0.000 
0.2355,1020.000,0.000 
0.2358,1029.000,0.000 
0.2360,1029.000,0.000 
